,Unnamed: 0,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
2651,2694,010802060008,Public School,GUILDERLAND MS,Albany,100.0,,6072 STATE FARM RD
2652,2695,091402060002,Public School,MORRISONVILLE ES,Clinton,100.0,,47 SAND RD
2653,2696,050100010002,Public School,CASEY PARK ES,Cayuga,100.0,,101 PULASKI ST
2654,2697,5.71001E+11,Private School,HOPE CHRISTIAN ACADEMY,Steuben,100.0,,22 JOHN ST
2655,2698,5.10401E+11,Public School,CLIFTON-FINE ELEMENTARY,St.Lawrence,100.0,,MAIN ST
2656,2699,4.29E+11,BOCES School,ONONDAGA-CORTLAND-MADISON BOCES - CROWN ROAD CAMPUS,Onondaga,100.0,,4500 CROWN RD
2657,2700,4.10601E+11,School District,CAMDEN CENTRAL SCHOOL,Oneida,100.0,,51 THIRD ST
2658,2701,061001040000,School District,BEMUS POINT CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,3980 DUTCH HOLLOW RD
2659,2702,2.20202E+11,School District,ALEXANDRIA CENTRAL ELEM. & HIGH SCHO,Jefferson,100.0,,34 BOLTON AVE
2660,2703,5.00403E+11,Private School,YESHIVA DARKEI EMUNAH,Rockland,99.0,,201 Route 306
2661,2704,3.32E+11,Private School,ST EPHREM SCHOOL,Kings,97.0,,924 -74 Street
2662,2705,1.81001E+11,Public School,LE ROY J S H S,Genesee,100.0,,9300 South st
2663,2706,4.218E+11,Public School,SALEM HYDE SCHOOL,Onondaga,100.0,,450 DURSTON AVE
2664,2707,1.20906E+11,Public School,HANCOCK JSHS,Delaware,100.0,,67 EDUCATION LANE
2665,2708,4.21601E+11,Public School,STATE STREET INTERMEDIATE SCHOOL,Onondaga,100.0,,72 STATE ST
2666,2709,2.80209E+11,Public School,JOHN W DODD MIDDLE SCHOOL,Nassau,99.0,,BOX 50
2667,2710,2.80213E+11,Public School,WILLOW ROAD SCHOOL,Nassau,99.0,,880 CATALPA DR
2668,2711,5.306E+11,Public School,ONEIDA MIDDLE SCHOOL,Schenectady,100.0,,1529 ONEIDA ST
2669,2712,5.81012E+11,School District,MATTITUCK-CUTCHOGUE U F S,Suffolk,100.0,,385 DEPOT LANE
2670,2713,5.00101E+11,School District,CLARKSTOWN CENTRAL SCHOOL,Rockland,100.0,,62 Old Middletown Road
2671,2714,6.30902E+11,School District,QUEENSBURY UNION FREE SCHOOL,Warren,100.0,,431 AVIATION RD
2672,2715,5.306E+11,Public School,PLEASANT VALLEY SCHOOL,Schenectady,99.0,,FOREST RD
2673,2716,2.80214E+11,Private School,MESIVTA NETZACH HATORAH,Nassau,100.0,,111 IRVING PLACE
2674,2717,042400805651,Private School,NEW LIFE CHRISTIAN SCHOOL,Cattaraugus,100.0,,102 W. FOREST AVE
2675,2718,6.10901E+11,School District,NEWFIELD CENTRAL SCHOOL,Tompkins,100.0,,247 MAIN ST
2676,2719,020601040001,Public School,ANDOVER CENTRAL SCHOOL,Allegany,99.0,,31-35 ELM ST
2677,2720,3.211E+11,Private School,ST LUCY SCHOOL,Bronx,98.0,,830 MACE AVE
2678,2721,5.70302E+11,School District,BATH CENTRAL SCHOOL,Steuben,100.0,,25 ELLAS AVE
2679,2723,010601060008,Public School,COLONIE CENTRAL HS,Albany,100.0,,1 RAIDER BLVD
2680,2724,3.10201E+11,Private School,ATLAS SCHOOL,New York,100.0,,252 W 29TH ST - FL 3
2681,2725,5.80224E+11,School District,PATCHOGUE-MEDFORD U F SCH,Suffolk,99.0,,241 S OCEAN AVE
2682,2726,1.10101E+11,Public School,CINCINNATUS JSHS,Cortland,100.0,,2809 CINCINNATUS RD
2683,2727,3.42801E+11,Private School,INTERDISCIPLINARY CTR CHILD DEV,Queens,99.0,,98 02 62ND DR
2684,2728,2.80504E+11,Public School,PARKWAY SCHOOL HILL RD,Nassau,100.0,,300 MANETTO HILL RD
2685,2729,6.60403E+11,Public School,SPRINGHURST PRIMARY SCHOOL,Westchester,100.0,,WALGROVE AVE
2686,2730,1.406E+11,Public School,PS 67 DISCOVERY SCHOOL,Erie,100.0,,911 ABBOTT ROAD
2687,2731,4.218E+11,Public School,PROMISING FUTURES LEADERSHIP ACADEMY,Onondaga,100.0,,573 E. GENESEE ST.
2688,2732,6.623E+11,Public School,SCHOOL 23,Westchester,100.0,,56 VAN CORTLAND PK AVE
2689,2733,2.61601E+11,Public School,EXPLORATION ELEMENTARY CHARTER SCHOOL FOR SCIENCE & TECHNOLOGY,Monroe,100.0,,1001 LAKE AVENUE
2690,2734,4.41202E+11,Private School,UTA OF KIRYAS JOEL - BAIS RACHEL,Orange,99.0,,55 FOREST RD-3RD FL
2691,2735,5.71E+11,Public School,CORNING-PAINTED POST HIGH SCHOOL,Steuben,100.0,,201 CANTIGNY ST
2692,2736,050100010009,Public School,AUBURN JUNIOR HIGH SCHOOL,Cayuga,100.0,,191 FRANKLIN ST
2693,2737,2.22201E+11,Public School,CARTHAGE CENTRAL HIGH SCHOOL,Jefferson,100.0,,36500 NYS RTE 26
2694,2738,6.61904E+11,Public School,JOHN F KENNEDY SCHOOL,Westchester,99.0,,40 OLIVIA ST
2695,2739,6.206E+11,Public School,KINGSTON S H S,Ulster,99.0,,403 BROADWAY
2696,2740,6.60402E+11,Private School,E F INTERNATIONAL ACADEMY,Westchester,100.0,,582 COLUMBUS AVE
2697,2741,081200050002,Public School,STANFORD J GIBSON PRIMARY SCHOOL,Chenango,100.0,,8 RIDGELAND RD
2698,2742,5.00402E+11,Private School,CONGREGATION YESHIVA OF GREATER MONSEY,Rockland,98.0,,667 NEW HEMPSTEAD ROAD
2699,2743,4.80401E+11,Public School,HALDANE MIDDLE SCHOOL,Putnam,99.0,,15 CRAIGSIDE DR
2700,2744,5.306E+11,Public School,KEANE ELEMENTARY SCHOOL,Schenectady,100.0,,1252 ALBANY STREET
2701,2745,5.00402E+11,Private School,CONGREGATION KOIFER NEFESH / TORAS EMACHU,Rockland,100.0,,"70 HIGHVIEW ROAD, P.O. BOX 1288"
2702,2746,2.80202E+11,Private School,CRESCENT SCHOOL,Nassau,100.0,,130 FRONT ST
2703,2747,2.80227E+11,Public School,CORNWELL AVENUE SCHOOL,Nassau,100.0,,250 CORNELL AVE
2704,2748,4.004E+11,Public School,ROY KELLEY ELEM SCHOOL,Niagara,100.0,,610 E HIGH ST
2705,2749,5.80504E+11,Public School,SAYVILLE MIDDLE SCHOOL,Suffolk,99.0,,JOHNSON AVE
2706,2750,1.31602E+11,School District,SPACKENKILL UNION FREE SCHOOL,Dutchess,99.0,,15 CROFT
2707,2751,2.20301E+11,Public School,EVANS MILLS PRIMARY SCHOOL,Jefferson,99.0,,8442 SOUTH MAIN ST
2708,2752,4.004E+11,Public School,CHARLOTTE CROSS SCHOOL,Niagara,100.0,,319 WEST AVE
2709,2753,070600010007,Public School,FASSETT ELEMENTARY SCHOOL,Chemung,99.0,,309 W. THURSTON ST
2710,2754,1.406E+11,Public School,PS 97 HARVEY AUSTIN SCHOOL,Erie,99.0,,1405 SYCAMORE ST
2711,2755,6.60809E+11,Public School,BEDFORD ROAD SCHOOL,Westchester,100.0,,289 BEDFORD RD
2712,2756,2.61601E+11,Private School,MARY CARIOLA CHILDRENS CENTER,Monroe,98.0,,1000 ELMWOOD AVE SUITE 100
2713,2758,5.80507E+11,Public School,HELEN B DUFFIELD ELEMENTARY & ANNEX,Suffolk,100.0,,FIRST ST
2714,2759,2.80522E+11,Public School,NORTHSIDE ELEM SCHOOL,Nassau,100.0,,55 POWELL PL
2715,2760,2.8021E+11,Private School,FREEPORT CHRISTIAN ACADEMY & DAY CARE,Nassau,99.0,,50 N MAIN ST
2716,2761,5.80502E+11,Public School,COMMACK ROAD ELEM SCHOOL,Suffolk,100.0,,COMMACK RD
2717,2762,6.60806E+11,Public School,MT PLESANT-BLYTHEDALE SCHOOL,Westchester,97.0,,95 BRADHURST AVE
2718,2763,1.32101E+11,Public School,JOHN JAY SHS,Dutchess,97.0,,2012 ROUTE 52
2719,2764,2.80401E+11,Public School,WESTBURY MIDDLE SCHOOL,Nassau,99.0,,WESTBURY MIDDLE SCHOOL
2720,2765,5.90901E+11,Public School,LIBERTY ELEM SCHOOL,Sullivan,100.0,,201 N MAIN ST
2721,2766,6.10501E+11,Public School,GROTON J S H S,Tompkins,100.0,,PERU RD
2722,2767,1.61401E+11,Public School,BLOOMINGDALE SCHOOL,Franklin,100.0,,79 CANARAS AVE
2723,2768,042302040004,Public School,CATTARAUGUS-LITTLE VALLEY MS,Cattaraugus,100.0,,25 FRANKLIN ST N
2724,2769,5.80502E+11,School District,ISLIP UNION FREE SCHOOL,Suffolk,100.0,,215 MAIN ST
2725,2770,6.622E+11,Public School,WHITE PLAINS S H S,Westchester,100.0,,550 NORTH ST
2726,2771,062601040003,Public School,SHERMAN JSHS,Chautauqua,100.0,,127 PARK ST
2727,2772,1.40601E+11,Private School,BUFFALO HEARING AND SPEECH CTR,Erie,100.0,,50 E NORTH ST.
2728,2773,3.102E+11,Private School,DOMINICAN ACADEMY,New York,100.0,,44 E 68TH ST
2729,2774,3.322E+11,Private School,YAD YISROEL,Kings,95.0,,2555 NOSTRAND AVENUE
2730,2775,090601020002,Public School,CHAZY CENTRAL RURAL JSHS,Clinton,100.0,,609 MINER FARM RD
2731,2776,3.10201E+11,Private School,DALTON SCHOOL 91ST ST,New York,100.0,,53 EAST 91ST ST
2732,2777,2.70702E+11,Private School,NESTLE RIDGE,Montgomery,14.0,,MONTGOMERY COUNTY PUBLIC HEALTH
2733,2778,5.80413E+11,Public School,WALT WHITMAN H S,Suffolk,99.0,,WEST HILLS RD
2734,2779,1.406E+11,Public School,PS 302 EMERSON SCHOOL OF HOSPITALITY,Erie,100.0,,70 W CHIPPEWA ST
2735,2780,5.80232E+11,Public School,WILLIAM FLOYD LEARNING CENTER - Immunization Survey Reporting Only,Suffolk,100.0,,"111 LEXINGTON ROAD, SUITE 2"
2736,2781,4.218E+11,Public School,MCCARTHY AT BEARD,Onondaga,100.0,,220 W KENNEDY ST
2737,2782,2.60803E+11,Public School,SOUTHLAWN SCHOOL,Monroe,100.0,,RAWLINSON RD
2738,2783,3.43001E+11,Private School,GARDEN SCHOOL,Queens,100.0,,33-16 79 ST
2739,2784,5.30301E+11,Public School,BIRCHWOOD ELEMENTARY SCHOOL,Schenectady,100.0,,897 BIRCHWOOD LN
2740,2785,010623060000,School District,NORTH COLONIE CENTRAL SCHOOL DISTRICT,Albany,100.0,,91 FIDDLERS LANE
2741,2786,5.30501E+11,School District,SCHALMONT CENT SCH-ROTTERDAM,Schenectady,100.0,,4 SABRE DRIVE
2743,2788,2.80253E+11,School District,BELLMORE-MERRICK CENT SCH,Nassau,100.0,,1260 MEADOWBROOK RD
2744,2789,6.41301E+11,Public School,HUDSON FALLS PRIMARY BUILDING,Washington,100.0,,DIX AVE
2745,2790,3.102E+11,Private School,SACRED HEART OF JESUS SCHOOL,New York,99.0,,456 W 52ND ST
2746,2791,2.00601E+11,Public School,LAKE PLEASANT SCHOOL,Hamilton,100.0,,LAKE PLEASANT SCHOOL
2747,2792,4.90301E+11,Public School,CITIZEN EDMOND GENET SCHOOL,Rensselaer,100.0,,29 ENGLEWOOD AVE
2748,2793,2.616E+11,Public School,SCHOOL 68 JOSEPH C WILSON MAGNET FOUNDATION ACADEMY,Monroe,99.0,,200 GENESEE STREET
2749,2794,6.60102E+11,Public School,WEST PATENT ELEM SCHOOL,Westchester,100.0,,80 WEST PATENT RD
2750,2795,4.50101E+11,Public School,ALBION H S,Orleans,100.0,,302 EAST AVE
2751,2796,3.31501E+11,Private School,BASIS INDEPENDENT BROOKLYN,Kings,100.0,,556 COLUMBIA STREET
2752,2797,5.80232E+11,Public School,WILLIAM FLOYD HS,Suffolk,99.0,,240 MASTIC BEACH RD
2753,2798,1.40801E+11,Public School,HARRIS HILL ES,Erie,100.0,,4260 SOUTH HARRIS HILL RD
2754,2799,2.80211E+11,Public School,SCHOOL 2,Nassau,100.0,,TERRELL AVE
2755,2800,2.61601E+11,Private School,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,Monroe,100.0,,1290 LAKE AVENUE
2756,2801,1.20301E+11,School District,DOWNSVILLE CENTRAL SCHOOL DISTRICT,Delaware,100.0,,MAPLE AVE
2757,2802,3.32001E+11,Private School,"NYSARC, INC - NYC CHAPTER",Kings,100.0,,2335 GERRITSEN AVE
2758,2803,070901806239,Private School,FOUNDATIONS CHRISTIAN SCJOOL,Chemung,96.0,,561 MAPLE STREET
2759,2804,6.622E+11,Public School,EASTVIEW MIDDLE SCHOOL,Westchester,100.0,,350 MAIN ST
2760,2805,2.80405E+11,Public School,NEW HYDE PARK ROAD SCHOOL,Nassau,100.0,,NEW HYDE PARK RD
2761,2806,2.22201E+11,Public School,BLACK RIVER SCHOOL,Jefferson,100.0,,160 LERAY ST
2763,2808,6.71201E+11,Public School,PERRY HIGH SCHOOL,Wyoming,99.0,,33 WATKINS AVE
2764,2809,1.42301E+11,Public School,ORCHARD PARK H S,Erie,100.0,,4040 BAKER RD
2765,2810,2.80523E+11,Public School,UNQUA ELEM SCHOOL,Nassau,100.0,,UNQUA RD
2766,2811,081200050000,School District,NORWICH CITY SCHOOL DISTRICT,Chenango,100.0,,89 Midland Drive
2767,2812,6.60804E+11,Public School,EDENWALD SCHOOL,Westchester,98.0,,1075 BROADWAY
2768,2813,6.60102E+11,Public School,BEDFORD HILLS ELEM SCHOOL,Westchester,100.0,,BABBITT RD
2769,2814,6.61401E+11,Private School,YESHIVA KEHILATH YAKOV (ILLINGTON RD),Westchester,100.0,,638 BEDFORD AVENUE
2770,2815,2.10801E+11,Private School,MOHAWK VALLEY CHRISTIAN ACADEMY,Herkimer,95.0,,156 W MONROE ST
2771,2816,5.80905E+11,Public School,HAMPTON BAYS ELEM SCHOOL,Suffolk,100.0,,72 PONQUOGUE AVE
2772,2817,3.427E+11,Private School,TORAH ACAD HIGH SCHOOL FOR GIRLS,Queens,98.0,,636 LANETTE AVENUE
2773,2818,6.42212E+11,Private School,KINGSWAY CHRISTIAN ACADEMY,Washington,100.0,,273 GREEN BARN RD
2774,2819,1.40601E+11,Private School,NICHOLS SCHOOL,Erie,100.0,,1250 AMHERST ST
2775,2820,4.90301E+11,Public School,GREEN MEADOW SCHOOL,Rensselaer,100.0,,234 SCHUURMAN RD
2776,2821,1.31601E+11,Private School,OUR LADY OF LOURDES HS,Dutchess,99.0,,131 BOARDMAN RD
2777,2822,5.00402E+11,Private School,THE SKILL BUILDING CENTER,Rockland,100.0,,15 WIDMAN COURT
2778,2823,2.70701E+11,School District,FORT PLAIN CENTRAL SCHOOL,Montgomery,100.0,,25 HIGH ST
2779,2824,030200010022,Public School,HORACE MANN SCHOOL,Broome,100.0,,30 COLLEGE ST
2780,2825,2.61801E+11,Public School,BARCLAY ELEM SCHOOL,Monroe,100.0,,40 ALLEN ST
2781,2826,6.61905E+11,Public School,BLIND BROOK-RYE MIDDLE SCHOOL,Westchester,100.0,,840 KING ST
2782,2827,6.21102E+11,Private School,MOUNTAIN LAUREL SCHOOL,Ulster,96.0,,MOUNTAIN LAUREL SCHOOL
2783,2828,3.21E+11,Private School,ST SIMON STOCK ELEM SCHOOL,Bronx,100.0,,2195 VALENTINE AVE
2784,2829,6.60302E+11,Public School,TUCHAHOE HIGH SCHOOL,Westchester,100.0,,65 SIWANOY BLVD
2785,2830,5.30516E+11,Private School,WILDWOOD SCHOOL,Schenectady,100.0,,2995 CURRY RD EXT
2786,2831,2.60803E+11,Public School,DAKE MIDDLE SCHOOL,Monroe,100.0,,350 COOPER RD
2787,2832,5.20303E+11,Private School,MOTHER TERESA ACADEMY,Saratoga,100.0,,1 EXECUTIVE PARK DR
2788,2833,5.91401E+11,Private School,ICHUD MOSDOS MONTICELLO NORTH ST,Sullivan,86.0,,34 NORTH ST
2789,2834,5.80211E+11,Public School,EUGENE AVER MEMORIAL,Suffolk,99.0,,WING ST
2790,2835,6.30601E+11,School District,JOHNSBURG CENTRAL SCHOOL MAIN ST,Warren,100.0,,MAIN ST
2791,2836,5.72901E+11,Public School,GLENN CURTISS MEMORIAL SCHOOL,Steuben,100.0,,8272 Main St
2792,2837,2.80205E+11,Public School,ABBEY LANE SCHOOL,Nassau,100.0,,239 GARDINERS AVE
2793,2838,4.50802E+11,Private School,ORLEANS COUNTY CHRISTIAN SCHOOL,Orleans,100.0,,5329 South Gravel Rd.
2794,2839,5.00402E+11,Private School,BAIS TRANY OF MONSEY,Rockland,100.0,,276 S. Grandview Ave.
2795,2840,2.616E+11,Public School,SCHOOL 74 SCHOOL OF THE ARTS,Monroe,100.0,,45 PRINCE ST
2796,2841,5.50301E+11,Public School,WATKINS GLEN ELEM SCHOOL,Schuyler,99.0,,612 S. DECATUR ST
2797,2842,5.00402E+11,Private School,CONGREGATION NOAM E LISENK,Rockland,100.0,,100 S CENTRAL AVE
2798,2843,6.60501E+11,Public School,LOUIS M KLEIN MIDDLE SCHOOL,Westchester,100.0,,50 UNION AVE
2799,2844,6.60102E+11,Public School,MT KISCO ELEM SCHOOL,Westchester,100.0,,47 WEST HYATT AVE
2800,2845,5.00201E+11,Public School,STONY POINT ELEM SCHOOL,Rockland,100.0,,GURNEE DR
2801,2846,090501040003,Public School,ROUSES POINT ES,Clinton,100.0,,80 MAPLE ST
2802,2847,4.50801E+11,School District,MEDINA CENTRAL SCHOOL,Orleans,100.0,,ONE MUSTANG DR
2803,2848,6.50301E+11,Public School,CS ELEMENTARY,Wayne,100.0,,EAST DEZENG ST
2804,2849,5.20701E+11,Public School,GALWAY JSHS,Saratoga,100.0,,5317 Sacandaga Rd
2805,2850,4.218E+11,Public School,BELLEVUE SCHOOL,Onondaga,100.0,,530 STOLP AVE
2806,2851,6.62101E+11,Public School,SOMERS S H S,Westchester,100.0,,RT 139
2807,2852,3.429E+11,Private School,YESHIVA RLKTI PRIMARY,Queens,95.0,,80-11 210th St
2808,2853,1.70801E+11,Public School,MAYFIELD H S,Fulton,99.0,,27 SCHOOL ST
2809,2854,5.80235E+11,Public School,VERNE W CRITZ ELEM SCHOOL,Suffolk,98.0,,DUNTON AVE
2810,2855,5.80103E+11,Public School,WILLIAM E DELUCA ELEMENTARY SCHOOL,Suffolk,100.0,,223 PHELPS LN
2811,2856,5.61007E+11,Private School,FAYETTE MENNONITE SCHOOL,Seneca,100.0,,1468 LEADER RD
2812,2857,1.40707E+11,School District,DEPEW UNION FREE SCHOOL,Erie,100.0,,5201 S TRANSIT RD
2813,2858,030701060000,School District,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,Broome,100.0,,221 Chenango Bridge Road
2814,2859,5.71E+11,Public School,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,Steuben,100.0,,CC-1 ACADEMIC DR
2815,2860,2.12101E+11,Public School,CENTRAL VALLEY ACADEMY,Herkimer,100.0,,111 FREDERICK ST.
2816,2861,2.22E+11,Public School,OHIO STREET SCHOOL,Jefferson,100.0,,1537 OHIO ST
2817,2862,2.80211E+11,Public School,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,Nassau,100.0,,25 CASTLETON CT
2818,2863,1.01002E+11,Private School,COLUMBIA CHRISTIAN ACADEMY,Columbia,93.0,,1323 COUNTY RTE 21
2819,2864,1.31201E+11,Public School,PAWLING MS,Dutchess,100.0,,7 HAIGHT ST
2820,2865,5.10202E+11,Private School,LITTLE RIVER COMM SCHOOL,St.Lawrence,100.0,,1227 COUNTY RT 25
2821,2866,5.12001E+11,Public School,MASSENA S H S,St.Lawrence,100.0,,HIGHLAND AVE
2822,2867,4.41202E+11,Private School,UTA OF KIRYAS JOEL - WP,Orange,93.0,,55 FOREST RD-3RD FL
2823,2868,3.425E+11,Private School,ST LUKES SCHOOL,Queens,100.0,,16-01 150TH PL
2824,2869,060201060003,Public School,SOUTHWESTERN SHS,Chautauqua,100.0,,600 HUNT RD
2825,2870,4.605E+11,School District,FULTON CITY SCHOOLS,Oswego,100.0,,129 Curtis St
2826,2871,6.623E+11,Public School,LINCOLN H S,Westchester,99.0,,KNEELAND AVE
2827,2872,4.90301E+11,School District,EAST GREENBUSH CENTRAL SCHOOL,Rensselaer,100.0,,29 ENGLEWOOD AVE
2828,2873,5.80601E+11,Public School,SHOREHAM-WADING RIVER H S,Suffolk,100.0,,RT 25A
2829,2874,3.531E+11,Private School,OUR LADY STAR OF THE SEA SCHOOL,Richmond,100.0,,5411 Amboy Road
2830,2875,3.322E+11,Private School,MEVAKSHAI TORAH,Kings,100.0,,507 OCEAN PKWY
2831,2876,6.22002E+11,Public School,ELLENVILLE ELEM SCHOOL,Ulster,100.0,,28 MAPLE AVE
2832,2877,5.30301E+11,Public School,ROSENDALE SCHOOL - SCHENECTADY,Schenectady,99.0,,2436 ROSENDALE RD
2833,2878,4.89E+11,BOCES School,PUTNAM NORTHERN WESTCHESTER BOCES - PINES BRIDGE SCHOOL,Westchester,96.0,,215 Boces Dr.
2834,2879,6.62201E+11,Private School,FUSION ACADEMY WESTCHESTER,Westchester,100.0,,1 North Broadway
2835,2880,091101060004,Public School,PERU PRIMARY SCHOOL,Clinton,100.0,,116 PLEASANT ST
2836,2881,5.80506E+11,Public School,HAUPPAUGE H S,Suffolk,100.0,,500 LINCOLN BLVD
2837,2882,6.00402E+11,Public School,NEWARK VALLEY S H S,Tioga,100.0,,WILSON CREEK RD
2838,2883,6.106E+11,Public School,BELLE SHERMAN SCHOOL,Tompkins,100.0,,501 MITCHELL ST
2839,2884,6.60501E+11,Public School,SAMUAL J PRESTON SCHOOL,Westchester,100.0,,TAYLOR AVE
2840,2885,5.80212E+11,Public School,RIDGE ELEM SCHOOL,Suffolk,100.0,,RIDGE RD
2841,2886,5.00402E+11,Private School,YESHIVA NER TORAH,Rockland,100.0,,52 SOUTH MAIN STREET
2842,2887,2.80215E+11,Private School,HAFTR ELEMENTARY SCHOOL,Nassau,100.0,,33 WASHINGTON AVE
2843,2888,6.50101E+11,Private School,ROSE VALLEY MENNONITE SCHOOL,Wayne,96.0,,3277 LAKES CORNERS ROSE VALLEY RD
2844,2889,2.21001E+11,School District,SACKETS HARBOR CENTRAL SCHOOL - District,Jefferson,100.0,,215 S. BROAD ST
2845,2890,2.80406E+11,Public School,MUNSEY PARK ELEM SCHOOL,Nassau,100.0,,1 HUNT LN
2846,2891,5.80201E+11,Public School,ROBERT CUSHMAN MURPHY J H S,Suffolk,100.0,,351 OXHEAD RD
2847,2892,6.60102E+11,Public School,POUND RIDGE ELEM SCHOOL,Westchester,100.0,,POUND RDG RD
2848,2893,4.004E+11,Public School,GEORGE SOUTHARD ELEM SCHOOL,Niagara,99.0,,6385 LOCUST EXT
2849,2894,3.106E+11,Private School,YESHIVA RABBI S R HIRSCH,New York,94.0,,91 BENNETT AVE
2850,2896,5.8101E+11,School District,GREENPORT UNION FREE SCHOOL,Suffolk,99.0,,720 FRONT ST
2851,2897,6.61904E+11,Public School,PORT CHESTER S H S,Westchester,100.0,,TAMARACK RD
2852,2898,1.90301E+11,Public School,CAIRO-DURHAM ELEMENTARY SCHOOL,Greene,100.0,,424 MAIN ST
2853,2899,2.80403E+11,School District,ROSLYN UNION FREE SCHOOL,Nassau,100.0,,ROSLYN UNION FREE SCHOOL
2854,2900,1.22E+11,Private School,BOVINA CENTER MONTESSORI SCHOOL,Delaware,95.0,,2121 COUNTY HIGHWAY 5
2855,2901,2.60801E+11,Private School,DERECH HATORAH OF ROCHESTER,Monroe,100.0,,71 Maiden Lane
2856,2902,3.102E+11,Private School,EPIPHANY SCHOOL,New York,100.0,,234 E 22D ST
2857,2903,5.80402E+11,Public School,WEST SIDE SCHOOL,Nassau,100.0,,1597 LAUREL HOLLOW RD
2858,2904,4.416E+11,School District,NEWBURGH ENLARGED CITY SCHOOL DISTRICT,Orange,99.0,,Superintendent of Schools
2859,2905,2.80502E+11,Private School,GREEN VALE SCHOOL (THE),Nassau,100.0,,250 VALENTINES LANE
2860,2906,1.41301E+11,Public School,ELMA PRIMARY,Erie,100.0,,711 RICE RD
2861,2907,2.80223E+11,Public School,WANTAGH MIDDLE SCHOOL,Nassau,100.0,,3299 BELTAGH AVE
2862,2908,3.319E+11,Private School,SALVE REGINA CATHOLIC ACADEMY,Kings,100.0,,237 JEROME ST
2863,2909,5.80507E+11,Public School,JOHN PEARL ELEM SCHOOL,Suffolk,100.0,,SMITHTOWN AVE
2864,2910,3.32E+11,Private School,HEBREW ACAD-SPECIAL CHILDREN,Kings,98.0,,555 Remsen Avenue
2865,2911,6.60402E+11,Public School,MAIN STREET SCHOOL,Westchester,100.0,,101 MAIN STREET
2866,2912,010402060008,Public School,RAVENA MS,Albany,100.0,,2025 ROUTE 9W
2867,2914,022902040001,Public School,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,Allegany,100.0,,211 MAIN STREET
2868,2915,021102040000,School District,CANASERAGA CENTRAL SCHOOL DISTRICT,Allegany,100.0,,8  MAIN ST
2869,2916,060800808602,Private School,CENTRAL CHRISTIAN ACADEMY SCHOOL,Chautauqua,99.0,,876 CENTRAL AVE
2870,2917,2.41101E+11,Public School,KESHEQUA HIGH SCHOOL,Livingston,100.0,,13 MILL ST
2871,2918,4.01001E+11,School District,STARPOINT CENTRAL SCHOOL,Niagara,100.0,,4363 MAPLETON RD
2872,2919,1.31601E+11,Public School,JOSEPH DAQUANNI WEST RD INTERMEDIATE SCHOOL,Dutchess,100.0,,181 WEST RD
2873,2920,2.80204E+11,Public School,NEWBRIDGE ROAD SCHOOL,Nassau,100.0,,NEWBRIDGE RD
2874,2921,1.42601E+11,Public School,THOMAS A EDISON ELEM SCHOOL,Erie,100.0,,236 GRAYTON RD
2875,2922,4.12801E+11,School District,WESTMORELAND CENTRAL SCHOOL,Oneida,100.0,,5176 STATE ROUTE 233
2876,2923,2.80224E+11,Public School,WILLIAM L BUCK SCHOOL,Nassau,100.0,,75 HORTON AVE
2877,2924,5.80504E+11,Public School,CHERRY AVENUE ELEM SCHOOL,Suffolk,100.0,,155 CHERRY AVE
2878,2925,5.00402E+11,Private School,CHEDER CHABAD OF MONSEY - GIRLS,Rockland,100.0,,PO BOX 1164
2879,2926,062201060000,School District,FREDONIA CENTRAL SCHOOL DISTRICT,Chautauqua,98.0,,425 E MAIN ST
2880,2927,3.425E+11,Private School,HOLY CROSS H S,Queens,94.0,,26 20 FRANCIS LEWIS
2881,2928,1.51501E+11,School District,TICONDEROGA CENTRAL SCHOOL,Essex,100.0,,5 Calkins Place
2882,2929,5.80203E+11,School District,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,Suffolk,100.0,,290 NORWOOD AVE
2883,2930,5.21301E+11,Public School,WOOD ROAD INTERMEDIATE SCHOOL,Saratoga,100.0,,300 WOOD RD
2884,2931,3.43E+11,Private School,ST JOAN OF ARC SCHOOL,Queens,100.0,,35 27 82ND ST
2885,2932,6.60102E+11,Private School,HARVEY SCHOOL (THE),Westchester,100.0,,260 JAY ST
2886,2933,6.80602E+11,Private School,CHUBB HOLLOW MENNONITE SCHOOL,Yates,68.0,,417 LIBERTY ST. SUITE 2120
2887,2934,6.80801E+11,School District,DUNDEE CENTRAL SCHOOL,Yates,100.0,,55 WATER ST
2888,2935,4.416E+11,Public School,NEWBURGH FREE ACADEMY  - WEST,Orange,100.0,,39 WEST STREET
2889,2936,060401040000,School District,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,5935 RT 60
2890,2937,6.60301E+11,Public School,GREENVALE SCHOOL,Westchester,100.0,,1 GABE RESCIGNO  DR
2891,2938,2.80204E+11,Public School,MARTIN AVE ELEMENTARY SCHOOL,Nassau,100.0,,2616 MARTIN AVE
