,Unnamed: 0,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
790,802,2.40801E+11,Public School,LIVONIA ELEMENTARY SCHOOL,Livingston,100.0,,6 PUPPY LN
791,803,1.40101E+11,Public School,ALDEN PRIMARY SCHOOL,Erie,100.0,,11197 BROADWAY
792,804,5.80801E+11,Public School,ACCOMPSETT ELEM SCHOOL,Suffolk,100.0,,1 LINCOLN ST
793,805,2.616E+11,Public School,SCHOOL 67 JOSEPH C WILSON MAGNET HS COMMENCEMENT ACADEMY,Monroe,100.0,,501 GENESEE ST
794,806,4.613E+11,Public School,OSWEGO MIDDLE SCHOOL,Oswego,100.0,,MARK FITZGIBBONS DR
795,807,5.80105E+11,Public School,DEAUVILLE GARDENS ELEM SCHOOL,Suffolk,100.0,,100 DEAUVILLE BLVD
796,808,4.91501E+11,School District,SCHODACK CENTRAL SCHOOL,Rensselaer,100.0,,1477 SOUTH SCHODACK RD
797,809,5.8041E+11,Public School,COMMACK MIDDLE SCHOOL,Suffolk,100.0,,VANDERBILT PKY
798,810,010802060003,Public School,GUILDERLAND ES,Albany,100.0,,2225 WESTERN AVE
799,811,4.41202E+11,Private School,UTA OF KIRYAS JOEL - MARKOWITZ GIRLS,Orange,100.0,,55 FOREST RD-3RD FL
800,812,2.80501E+11,Public School,GLEN HEAD ELEM SCHOOL,Nassau,100.0,,7 SCHOOL ST
801,813,1.42801E+11,Public School,CLINTON STREET SCHOOL,Erie,100.0,,4100 CLINTON ST
802,814,1.71103E+11,Private School,MAPLE RIDGE AMISH SCHOOL,Fulton,56.0,,444 COUNTY HIGHWAY 120
803,815,3.31301E+11,Private School,THE CO-OP SCHOOL,Kings,99.0,,644 GATES AVE
804,816,6.611E+11,Private School,WESTCHESTER AREA SCHOOL,Westchester,95.0,,456 WEBSTER AVE
805,817,6.60409E+11,School District,ELMSFORD UNION FREE SCHOOL,Westchester,100.0,,98 S GOODWIN AVE
806,818,2.60803E+11,Public School,SENECA SCHOOL,Monroe,100.0,,4143 ST PAUL BLVD
807,819,2.616E+11,Public School,SCHOOL 1163 ROCHESTER INTERNATIONAL ACADEMY,Monroe,99.0,,1 EDGERTON PARK
808,820,3.321E+11,Private School,MAGEN DAVID YESH-ISAAC SHLM E,Kings,100.0,,2130  MCDONALD AVENUE
809,821,1.406E+11,Public School,PS 6 BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY,Erie,99.0,,414 S DIVISION ST
810,822,2.80202E+11,Private School,ACADEMY CHARTER SCHOOL - HEMPSTEAD,Nassau,99.0,,117 N FRANKLIN AVE
811,823,5.80902E+11,Private School,RAYNOR COUNTRY DAY SCHOOL,Suffolk,98.0,,RAYNOR COUNTRY DAY SCHOOL
812,824,6.40601E+11,Public School,FORT EDWARD SCHOOL,Washington,100.0,,220 BROADWAY
813,825,6.615E+11,School District,PEEKSKILL CITY SCHOOLS,Westchester,98.0,,1031 ELM ST
814,826,3.32E+11,Private School,BOBOVER YESHIVA BNEI ZION 47TH ST,Kings,100.0,,1569 47TH ST
815,827,1.90301E+11,Public School,CAIRO-DURHAM MIDDLE SCHOOL,Greene,100.0,,PO BOX 1139
816,828,5.80413E+11,Public School,HENRY L STIMSON J H S,Suffolk,100.0,,OAKWOOD RD
817,829,2.80402E+11,Public School,WILLETS ROAD SCHOOL,Nassau,100.0,,455 I U WILLETS RD
818,830,4.91501E+11,Public School,MAPLE HILL H S,Rensselaer,100.0,,1216 MAPLE HILL RD
819,831,3.207E+11,Private School,IMMACULATE CONCEPTION SCHOOL - BRONX,Bronx,97.0,,378 E 151ST ST
820,832,4.12301E+11,Private School,UPSTATE CEREBRAL PALSY - CHADWICKS VOCATIONAL,Oneida,100.0,,3390 BROOKS LANE
821,834,1.406E+11,Public School,RESEARCH LABORATORY HS-BIOINFORMATICS AND LIFE SCIENCES,Erie,99.0,,2495 MAIN ST
822,835,5.00402E+11,Public School,SUMMIT PARK ELEM SCHOOL,Rockland,91.0,,RR 45
823,836,4.21101E+11,Public School,MARCELLUS H S,Onondaga,100.0,,REED PKY
824,837,4.90302E+11,Private School,WOODLAND HILL MONTESSORI SCHOOL,Rensselaer,99.0,,100 MONTESSORI PL
825,838,2.60101E+11,Public School,BRIGHTON S H S,Monroe,100.0,,1150 WINTON RD SO
826,839,2.616E+11,Public School,SCHOOL 12 JAMES PB DUFFY SCHOOL,Monroe,99.0,,999 SOUTH AVE
827,840,1.42801E+11,Public School,WEST SENECA WEST MIDDLE SCHOOL,Erie,100.0,,395 CENTER RD
828,841,3.10301E+11,Private School,ETHICAL CULTURE FIELDSTON SCHOOL,New York,100.0,,33 CENTRAL PARK W
829,842,1.40709E+11,Public School,WOODROW WILSON ES,Erie,100.0,,166 HALSTEAD AVE
830,843,4.20411E+11,Public School,JAMESVILLE ELEM SCHOOL,Onondaga,100.0,,E SENECA TPKE
831,844,2.803E+11,Private School,LONG BEACH CATHOLIC REGIONAL SCHOOL,Nassau,99.0,,735 W BROADWAY
832,845,4.80101E+11,Public School,LAKEVIEW ELEM SCHOOL,Putnam,100.0,,112 LAKEVIEW DR
833,846,4.89E+11,BOCES School,PUTNAM NORTHERN WESTCHESTER BOCES - WALDEN SCHOOL,Putnam,100.0,,WALDEN SCHOOL
834,847,4.20901E+11,Private School,ST MARYS ACADEMY,Onondaga,100.0,,49 SYRACUSE ST
835,849,4.20401E+11,Public School,PINE GROVE MIDDLE SCHOOL,Onondaga,100.0,,600 N. Main St.
836,850,5.80234E+11,School District,EAST MORICHES U F SCH,Suffolk,100.0,,9 ADELAIDE AVE
837,851,1.00501E+11,Public School,TACONIC HILLS M.S.,Columbia,100.0,,TACONIC HILLS M.S.
838,852,6.60801E+11,Public School,COLUMBUS ELEM SCHOOL COLUMBUS AVE,Westchester,100.0,,COLUMBUS AVE
839,853,1.406E+11,Public School,PS 65 ROOSEVELT EARLY CHILDHOOD CENTER,Erie,100.0,,249 SKILLEN ST
840,854,5.81005E+11,School District,SOUTHOLD UNION FREE SCHOOL,Suffolk,100.0,,420 OAKLAWN AVE
841,855,1.20906E+11,School District,HANCOCK CENTRAL SCHOOL DISTRICT,Delaware,100.0,,67 EDUCATION LANE
842,856,6.19E+11,BOCES School,TOMPKINS-SENECA-TIOGA BOCES (619000000000),Tompkins,100.0,,555 WARREN RD
843,857,090901040000,School District,NORTHERN ADIRONDACK CENTRAL SCHOOL,Clinton,100.0,,5572 RTE 11
844,858,6.60403E+11,Public School,DOBBS FERRY H S,Westchester,100.0,,BROADWAY
845,859,1.42601E+11,Public School,KENMORE JUNIOR SENIOR HIGH SCHOOL,Erie,100.0,,155 Delaware Road
846,860,4.123E+11,Public School,WATSON WILLIAMS ES,Oneida,100.0,,107 ELMWOOD PL
847,861,6.623E+11,Public School,WESTCHESTER HILLS SCHOOL 29,Westchester,100.0,,47 CROYDON RD
848,862,2.11901E+11,School District,TOWN OF WEBB UNION FREE SCHOOL,Herkimer,100.0,,3002 ST. RT. 28
849,863,2.80401E+11,Public School,DRYDEN STREET SCHOOL,Nassau,97.0,,545 DRYDEN ST
850,864,6.106E+11,Public School,BOYNTON MIDDLE SCHOOL,Tompkins,100.0,,1601 N. CAYUGA ST
851,865,5.80506E+11,Public School,PINES ELEM SCHOOL,Suffolk,100.0,,HOLLY DR
852,866,2.21001E+11,Public School,SACKETS HARBOR CENTRAL SCHOOL,Jefferson,100.0,,215 S. BROAD ST
853,867,6.41301E+11,School District,HUDSON FALLS CENTRAL SCHOOL,Washington,100.0,,P.O. Box 710
854,868,3.10401E+11,Private School,NORTHSIDE CENTER DAY SCHOOL,New York,88.0,,1475 Park Avenue
855,869,1.40207E+11,Public School,SWEET HOME HS,Erie,100.0,,1901 SWEET HOME RD
856,870,4.20303E+11,Public School,SMITH ROAD ELEM SCHOOL,Onondaga,100.0,,5959 SMITH RD
857,871,6.622E+11,Public School,MAMARONECK AVENUE SCHOOL NOSBAND AVE,Westchester,100.0,,7 NOSBAND AVE
858,872,5.81005E+11,Public School,SOUTHOLD JR - SR HS,Suffolk,100.0,,OAKLAWN AVE
859,873,5.50101E+11,Public School,B C CATE ELEM SCHOOL,Schuyler,100.0,,262 CANAL ST
860,874,2.61801E+11,Public School,OLIVER MIDDLE SCHOOL,Monroe,100.0,,40 ALLEN ST
861,875,4.00301E+11,School District,LEWISTON PORTER CENTRAL SCHOOL,Niagara,100.0,,4061 CREEK RD
862,876,4.00601E+11,Public School,NEWFANE MIDDLE SCHOOL,Niagara,100.0,,2700 TRANSIT RD
863,878,5.80305E+11,Public School,SAG HARBOR ELEM SCHOOL,Suffolk,100.0,,68 HAMPTON ST
864,879,1.21701E+11,Public School,STAMFORD CENTRAL SCHOOL,Delaware,100.0,,1 RIVER ST
865,880,2.80504E+11,Public School,OLD BETHPAGE SCHOOL,Nassau,100.0,,1159 ROUND SWAMP RD
866,881,020101040000,School District,ALFRED ALMOND CENTRAL SCHOOL DISTRICT,Allegany,100.0,,6795 State Route 21
867,882,5.00402E+11,Private School,YESHIVA BAIS HACHINUCH,Rockland,100.0,,50 S. MAIN STREET
868,883,6.80602E+11,Private School,BENTON MENNONITE SCHOOL,Yates,65.0,,417 LIBERTY ST. SUITE 2120
869,884,2.41701E+11,Public School,YORK CENTRAL ELEM SCHOOL,Livingston,100.0,,RTE 63
870,885,4.20303E+11,School District,NORTH SYRACUSE CENTRAL SCHOOL,Onondaga,100.0,,5355 W TAFT RD
871,886,3.10201E+11,Private School,REBECCA SCHOOL,New York,98.0,,40 EAST 30 STREET
872,887,2.80216E+11,Public School,DUTCH BROADWAY SCHOOL,Nassau,100.0,,DUTCH BROADWAY
873,888,070900060000,BOCES School,GST BOCES,Chemung,100.0,,459 PHILO RD
874,889,2.80502E+11,Public School,BAYLIS SCHOOL,Nassau,100.0,,WOODBURY RD
875,890,2.71201E+11,Public School,OPPENHEIM-EPHRATAH-ST JOHNSVILLE JS HS,Montgomery,100.0,,44 CENTER ST
876,891,5.80502E+11,Private School,BAY SHORE CHRISTIAN SCHOOL,Suffolk,100.0,,211 BAY SHORE RD
877,892,1.21601E+11,Public School,SIDNEY ES,Delaware,100.0,,15 PEARL ST E
878,893,2.80218E+11,Private School,ST ANNES SCHOOL,Nassau,100.0,,25 DARTMOUTH ST
879,894,6.623E+11,Public School,MONTESSORI SCHOOL 31,Westchester,86.0,,7 RAVENS WOOD RD
880,895,5.306E+11,Public School,PAIGE ELEM SCHOOL,Schenectady,100.0,,104 ELLIOTT
881,896,3.1E+11,School District,MANHATTAN DISTRICT - NEW YORK,New York,97.0,,80 MONTGOMERY ST
882,897,1.61401E+11,Public School,SARANAC LAKE S H S (and JHS for lead reporting),Franklin,100.0,,79 CANARAS AVE
883,898,4.123E+11,Public School,KERNAN SCHOOL,Oneida,100.0,,929 YORK ST
884,899,3.31401E+11,Private School,WILLIAMSBURG MONTESSORI,Kings,91.0,,450 KENT AVE - 1ST FL
885,900,061601040001,Public School,PANAMA JSHS,Chautauqua,100.0,,41 NORTH ST
886,901,3.103E+11,Private School,GAN ALIYA STREET LL,New York,100.0,,131 W 86TH STREET LL
887,902,4.70501E+11,Public School,EDMESTON CENTRAL SCHOOL,Otsego,100.0,,11 NORTH ST
888,903,5.80105E+11,Public School,GREAT NECK ROAD ELEM SCHOOL,Suffolk,100.0,,1400 GREAT NECK RD
889,904,042901040001,Public School,PORTVILLE ES,Cattaraugus,100.0,,ELM ST
890,905,4.009E+11,Public School,NORTH TONAWANDA HIGH SCHOOL,Niagara,100.0,,405 MEADOW DR
891,906,5.80507E+11,Public School,SYCAMORE AVENUE ELEM SCHOOL,Suffolk,100.0,,SYCAMORE AVE
892,907,6.61201E+11,Public School,H C CRITTENDEN MIDDLE SCHOOL,Westchester,100.0,,10 MAC DONALD AVE
893,908,5.80304E+11,School District,SPRINGS UNION FREE SCHOOL,Suffolk,97.0,,48 SCHOOL ST-SPRINGS
894,909,1.31101E+11,Public School,WEBUTUCK ELEMENTARY SCHOOL,Dutchess,100.0,,HAIGHT RD
895,910,5.41001E+11,Public School,MIDDLEBURGH ELEMENTARY SCHOOL,Schoharie,100.0,,245-1 MAIN ST
896,911,6.40101E+11,Public School,ARGYLE ES-JS-HS,Washington,100.0,,5023 STATE RT 40
897,912,6.21801E+11,Public School,WALLKILL MIDDLE SCHOOL,Ulster,100.0,,109 BONA VENTURE AVE
898,913,3.317E+11,Private School,ST FRANCIS-ASSISI ELEM SCH,Kings,95.0,,400 LINCOLN RD
899,914,2.61702E+11,Private School,NORMAN HOWARD SCHOOL,Monroe,100.0,,275 PINNACLE RD
900,915,4.218E+11,Public School,GRANT MIDDLE SCHOOL,Onondaga,100.0,,2400 GRANT BLVD
901,916,5.80906E+11,Private School,OUR LADY OF THE HAMPTONS SCHOOL,Suffolk,100.0,,160 N MAIN ST
902,917,6.21801E+11,Public School,LEPTONDALE ELEM SCHOOL,Ulster,100.0,,48 MILL ST
903,918,6.62402E+11,Public School,CROMPOND SCHOOL,Westchester,100.0,,2901 MANOR ST
904,919,6.611E+11,Private School,IONA PREP SCHOOL - LOWER,Westchester,100.0,,173 STRATTON RD
905,920,4.416E+11,Public School,BALMVILLE SCHOOL,Orange,99.0,,5144 ROUTE 9W
906,921,5.80507E+11,Public School,EDWARD J BOSTI ELEM SCHOOL,Suffolk,100.0,,BOURNE BLVD
907,922,4.39E+11,BOCES School,WAYNE-FINGER LAKES BOCES - WAYNE EDUCATION CENTER,Wayne,100.0,,4440 RIDGE RD
908,923,2.80406E+11,Private School,OUR LADY OF GRACE MONTESSORI SCHOOL,Nassau,100.0,,29 SHELTER ROCK RD
909,924,3.318E+11,Private School,YESHIVA GEDOLAH OHR YISROEL,Kings,100.0,,8800 SEAVIEW AVE
910,925,2.22E+11,Public School,HAROLD T WILEY SCHOOL,Jefferson,100.0,,1351 WASHINGTON ST
911,926,2.80406E+11,Public School,MANHASSET MS,Nassau,100.0,,MEMORIAL PLACE
912,927,4.90202E+11,Public School,TAMARAC S H S,Rensselaer,100.0,,3992 NY2
913,928,2.50109E+11,Public School,BROOKFIELD CENTRAL SCHOOL FAIRGROUND RD,Madison,100.0,,1910 FAIRGROUND RD
914,929,3.42901E+11,Private School,MONA PREP DAY CARE INC,Queens,100.0,,241-15 N CONDUIT AVE
915,930,2.50201E+11,Public School,CAZENOVIA MIDDLE SCHOOL,Madison,100.0,,31 EMORY AVE
916,931,2.80218E+11,Public School,GARDEN CITY S H S,Nassau,100.0,,MERILLON + ROCKAWAY
917,932,061001040005,Public School,MAPLE GROVE JSHS,Chautauqua,100.0,,3980 DUTCH HOLLOW RD
918,933,1.61201E+11,School District,SALMON RIVER CENTRAL SCHOOL,Franklin,100.0,,637 COUNTY RT. 1
919,934,1.90401E+11,School District,CATSKILL CENTRAL SCHOOL,Greene,100.0,,343 W MAIN ST
920,935,6.60801E+11,School District,MT PLEASANT CENTRAL SCHOOL,Westchester,100.0,,825 W LAKE DR
921,936,1.40801E+11,Public School,CLARENCE MS,Erie,100.0,,10150 GREINER RD
922,937,4.71601E+11,Public School,UNATEGO J S H S,Otsego,100.0,,2641 STATE HWY 7
923,938,5.80505E+11,Public School,BLUE POINT ELEM SCHOOL,Suffolk,100.0,,212 BLUE POINT AVE
924,939,4.41E+11,Private School,MIDDLETOWN CHRISTIAN  SCHOOL,Orange,99.0,,70 HIGHLAND AVE
925,940,4.917E+11,Private School,SACRED HEART SCHOOL - TROY,Rensselaer,100.0,,308 SPRING AVE
926,941,3.32E+11,Private School,LUTH ELEM SCH-BAY RIDGE,Kings,100.0,,440 OVINGTON AVE
927,942,2.80521E+11,Public School,BETHPAGE S H S,Nassau,100.0,,CHERRY AVE
928,943,5.12001E+11,Public School,NIGHTENGALE ELEM SCHOOL,St.Lawrence,100.0,,NIGHTENGALE AVE
929,944,2.80502E+11,Public School,SYOSSET S H S,Nassau,99.0,,SO WOODS RD
930,945,4.20303E+11,Public School,ALLEN ROAD ELEM SCHOOL,Onondaga,100.0,,803 ALLEN RD
931,946,6.61601E+11,Public School,HUTCHINSON SCHOOL,Westchester,100.0,,301 THIRD AVE
932,947,6.62402E+11,Public School,MOHANSIC SCHOOL,Westchester,100.0,,704 LOCKSLEY RD
933,948,042400010013,Public School,OLEAN SHS,Cattaraugus,100.0,,410 W SULLIVAN ST
934,949,020101040001,Public School,ALFRED-ALMOND ELEMENTARY SCHOOL (see JR SR HS for lead reporting),Allegany,99.0,,6795 ROUTE 21
935,950,2.70701E+11,Public School,FORT PLAIN HS,Montgomery,100.0,,25 HIGH ST
936,951,2.31301E+11,Public School,BEAVER RIVER MIDDLE SCHOOL,Lewis,100.0,,9508 ARTZ RD
937,952,4.80101E+11,School District,MAHOPAC CENTRAL SCHOOL,Putnam,100.0,,179 E LAKE BLVD
938,953,5.00301E+11,School District,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,Rockland,100.0,,VAN WYCK RD
939,954,5.30101E+11,School District,DUANESBURG CENTRAL SCHOOL,Schenectady,100.0,,133 SCHOOL DR
940,955,2.80217E+11,Private School,MARTIN DE PORRES SCHOOL ELEMENTARY/JHS,Nassau,100.0,,621 ELMONT STREET - BUILDING A
941,956,3.42901E+11,Private School,STEPPING STONE OF SOUTHEASTERN QUEEN,Queens,100.0,,114-28 FRANCIS LEWIS BLVD
942,957,2.80229E+11,School District,NORTH MERRICK U F S,Nassau,100.0,,1057 MERRICK AVENUE
943,958,3.10201E+11,Private School,HAWTHORNE COUNTRY DAY SCHOOL MANHATTAN CAMPUS,New York,100.0,,156 WILLIAM ST
944,959,5.80206E+11,Public School,E L VANDERMEULEN H S,Suffolk,98.0,,OLD POST RD
945,960,4.91701E+11,Private School,REDEMPTION CHRISTIAN ACADEMY,Rensselaer,100.0,,192 Ninth Street
946,961,4.42101E+11,Public School,WARWICK VALLEY H S,Orange,100.0,,89 SANDFORDVILLE RD
947,963,3.322E+11,Private School,ST BERNARD SCHOOL,Kings,100.0,,2030 E 69TH ST
948,964,2.80223E+11,Public School,WANTAGH S H S,Nassau,100.0,,3297 BELTAGH AVE
949,965,6.611E+11,Public School,COLUMBUS ELEM SCHOOL WASHINGTON AVE,Westchester,99.0,,275 WASHINGTON AVE
950,966,1.40207E+11,Private School,ST CHRISTOPHERS SCHOOL,Erie,100.0,,2660 NIAGARA FALLS BLVD
951,967,4.008E+11,Public School,NIAGARA FALLS HS,Niagara,100.0,,4455 PORTER RD
952,968,2.8021E+11,Public School,MEADOW ELEMENTARY SCHOOL,Nassau,99.0,,880 JACKSON ST
953,969,4.40601E+11,Public School,GOSHEN CENTRAL H S,Orange,100.0,,222 SCOTCHTOWN AVE
954,970,2.61201E+11,Public School,INDIAN LANDING ELEM SCHOOL,Monroe,100.0,,702 LANDING RD NORTH
955,971,4.80102E+11,Public School,CARMEL H S,Putnam,100.0,,30 FAIR ST
956,972,3.314E+11,Private School,TALMUD TORAH TASHBAR,Kings,100.0,,543 Bedford Ave 226
957,973,4.10601E+11,Public School,CAMDEN S H S,Oneida,100.0,,55 OSWEGO ST
958,974,4.91302E+11,Public School,MILLER HILL SAND LAKE SCHOOL,Rensselaer,99.0,,8439 MILLER HILL RD
959,975,6.00101E+11,Public School,LINCOLN STREET ELEM SCHOOL,Tioga,100.0,,45 LINCOLN ST
960,976,5.80501E+11,Private School,ST PATRICK SCHOOL MAIN ST,Suffolk,100.0,,W MAIN ST
961,977,6.50801E+11,Public School,WAYNE CENTRAL MIDDLE SCHOOL,Wayne,100.0,,P.O. BOX 155
962,978,5.80902E+11,Public School,WESTHAMPTON J H S,Suffolk,100.0,,MILL RD
963,979,1.41601E+11,School District,HAMBURG CENTRAL SCHOOL,Erie,100.0,,5305 ABBOTT RD
964,980,3.427E+11,Private School,BAIS YAAKOV ATERES MIRIAM,Queens,97.0,,1214 HEYSON RD
965,981,3.42601E+11,Private School,WILLIAM SPYROPOULOS SCHOOL,Queens,100.0,,43-15 196TH ST
966,982,2.62211E+11,Public School,GENESEE COMMUNITY CHARTER SCHOOL FLOUR CITY,Monroe,99.0,,1100 SOUTH GOODMAN ST
967,983,4.91501E+11,Public School,CASTLETON ELEM SCHOOL,Rensselaer,100.0,,80 SCOTT AVE
968,984,4.12E+11,Public School,VER VERNA SHERRILL SHS,Oneida,100.0,,5275 STATE RT 31
969,985,2.61301E+11,Public School,MARTHA BROWN J H S,Monroe,100.0,,665 AYRAULT RD
970,986,5.12902E+11,School District,POTSDAM CENTRAL SCHOOL,St.Lawrence,100.0,,29 LEROY ST
971,987,5.80507E+11,Private School,DEVELOPMENTAL DISABILITIES INSTITUTE-SMITHTOWN,Suffolk,100.0,,99 HOLLYWOOD DRIVE
972,988,3.32E+11,Private School,"YESODEI BINA, INC.",Kings,100.0,,1051 59TH STREET
973,989,1.90501E+11,Public School,COXSACKIE ELEM SCHOOL,Greene,99.0,,24 SUNSET BLVD
974,990,5.80509E+11,Public School,BEACH STREET MIDDLE SCHOOL,Suffolk,100.0,,17 BEACH ST
975,991,3.10201E+11,Private School,ISLAMIC CULTURAL CENTER SCHOOL,New York,100.0,,222 E 97TH ST.
976,992,2.80218E+11,School District,GARDEN CITY UNION FREE SCHOOL,Nassau,100.0,,56 CATHEDRAL AVE
977,993,6.60501E+11,Public School,HARRISON H S,Westchester,100.0,,UNION AVE
978,994,2.514E+11,Private School,ST PATRICK SCHOOL,Madison,100.0,,354 ELIZABETH ST
979,995,1.40801E+11,Public School,CLARENCE SHS,Erie,100.0,,9625 MAIN ST.
980,996,2.61901E+11,Public School,DEWITT ROAD ELEM SCHOOL,Monroe,100.0,,722 DEWITT ROAD
981,997,3.209E+11,Private School,CHRIST THE KING SCHOOL,Bronx,100.0,,1345 GRAND CONCOURSE
982,998,2.60101E+11,Public School,FRENCH ROAD ELEMENTARY SCHOOL,Monroe,100.0,,488 FRENCH ROAD
983,999,6.21101E+11,Public School,DUZINE SCHOOL,Ulster,98.0,,SUNSET RIDGE
984,1000,6.60301E+11,Public School,EASTCHESTER S H S,Westchester,100.0,,STEWART PL
985,1001,1.40702E+11,Public School,MARYVALE PRIMARY SCHOOL,Erie,99.0,,1 NAGEL DR
986,1002,4.42101E+11,School District,WARWICK VALLEY CENTRAL SCHOOL,Orange,100.0,,WARWICK VALLEY CENTRAL SCHOOL
987,1003,5.80405E+11,Private School,THE SCHOOL HOUSE,Suffolk,98.0,,106 VERNON VALLEY RD
988,1004,6.60303E+11,Private School,CHAPEL SCHOOL (THE),Westchester,100.0,,172 WHITE PLAINS RD
989,1005,1.21502E+11,School District,ROXBURY CENTRAL SCHOOL DISTRICT,Delaware,99.0,,53729 ROUTE 30
990,1006,5.80801E+11,Public School,DOGWOOD ELEM SCHOOL,Suffolk,100.0,,DOGWOOD DR
991,1007,030200010000,School District,BINGHAMTON CITY SCHOOL DISTRICT,Broome,100.0,,98 OAK ST BOX 2126
992,1008,5.00101E+11,Public School,LINK ELEM SCHOOL,Rockland,100.0,,51 RED HILL RD
993,1009,6.62402E+11,School District,YORKTOWN CENTRAL SCHOOL,Westchester,100.0,,2725 CROMPOND RD
994,1010,4.00301E+11,Public School,PRIMARY EDUCATION CENTER,Niagara,100.0,,4061 CREEK RD
995,1011,3.322E+11,Private School,MIDWOOD CATHOLIC ACADEMY,Kings,100.0,,1501-Hendrickson Street
996,1012,4.10401E+11,Public School,BOONVILLE ELEMENTARY SCHOOL,Oneida,100.0,,110 FORD ST
997,1013,3.32E+11,Private School,TALMUD TORAH OHR MOSHE,Kings,100.0,,1774 58th Street
998,1014,3.314E+11,Private School,GAN YISROEL - 52ND ST,Kings,100.0,,1581 52ND ST
999,1015,5.80232E+11,Public School,WILLIAM FLOYD MIDDLE SCHOOL,Suffolk,99.0,,630 MORICHES-MIDDLE ISLAND RD
1000,1016,4.123E+11,Private School,NOTRE DAME ELEMENTARY SCHOOL,Oneida,100.0,,11 BARTON AVENUE
1001,1017,2.62002E+11,Private School,CRESTWOOD CHILDRENS CENTER,Monroe,100.0,,2075 SCOTTSVILLE RD
1002,1018,4.218E+11,Public School,LINCOLN MIDDLE SCHOOL,Onondaga,100.0,,1613 JAMES ST
1003,1019,5.80201E+11,Public School,NASSAKEAG SCHOOL,Suffolk,100.0,,490 POND PATH
1004,1020,5.71502E+11,Public School,CANISTEO-GREENWOOD ELEM/MIDDLE SCHOOL,Steuben,100.0,,120 GREENWOOD ST
1005,1021,3.31901E+11,Private School,FOLLOWERS OF JESUS SCH,Kings,95.0,,3065 ATLANTIC AVE
1006,1022,1.41701E+11,School District,HOLLAND CENTRAL SCHOOL,Erie,100.0,,103 CANADA ST
1007,1023,4.10601E+11,Public School,CAMDEN MIDDLE SCHOOL,Oneida,100.0,,32 UNION ST
1008,1024,4.19E+11,BOCES School,ONEIDA-HERKIMER-MADISON BOCES SPECIAL EDUCATION,Oneida,100.0,,4747 MIDDLE SETTLEMENT RD
1009,1025,1.40101E+11,School District,ALDEN CENTRAL SCHOOL,Erie,100.0,,13190 PARK ST
1010,1026,3.10201E+11,Private School,WINSTON PREPARATORY SCHOOL,New York,100.0,,126 WEST 17TH STREET
1011,1027,4.20901E+11,Public School,CHARLES W BAKER H S,Onondaga,100.0,,OSWEGO STREET
1012,1028,5.00101E+11,Public School,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL,Rockland,100.0,,30 PARROTT RD
1013,1029,5.80211E+11,Public School,UNITY DRIVE LRNG CENTER,Suffolk,100.0,,UNITY DR
1014,1030,5.80503E+11,Public School,CONNETQUOT ELEM SCHOOL,Suffolk,99.0,,1 MERRICK ST
1015,1031,6.10501E+11,School District,GROTON CENTRAL SCHOOL,Tompkins,100.0,,400 PERU RD
1016,1032,2.10601E+11,School District,HERKIMER CENTRAL SCHOOL,Herkimer,100.0,,801 W GERMAN ST
1017,1033,1.425E+11,School District,TONAWANDA CITY SCHOOLS,Erie,100.0,,100 HINDS ST
1018,1035,3.102E+11,Private School,TRANSFIGURATION SCHOOL,New York,100.0,,29 MOTT ST
1019,1036,5.30101E+11,Public School,DUANESBURG J S H S,Schenectady,100.0,,163 SCHOOL DR
1020,1037,5.20303E+11,Private School,SARA MARIE SCHOOL,Saratoga,100.0,,942 ROUTE 146
1021,1038,5.22101E+11,Public School,WATERFORD-HALFMOON ELEM SCHOOL,Saratoga,99.0,,125 MIDDLETOWN RD
1022,1039,4.218E+11,Public School,HUNTINGTON SCHOOL,Onondaga,95.0,,400 SUNNYCREST RD
1023,1040,5.80506E+11,Public School,HAUPPAUGE MIDDLE SCHOOL,Suffolk,100.0,,600 TOWN LINE RD
1024,1041,5.80107E+11,School District,DEER PARK UNION FREE SCHOOL,Suffolk,100.0,,1881 DEER PARK AVE
1025,1042,2.80251E+11,Public School,NORTH H S,Nassau,88.0,,750 HERMAN AVE
1026,1043,2.60101E+11,Public School,TWELVE CORNERS MID-SCHOOL,Monroe,100.0,,2643 ELMWOOD AVENUE
1027,1044,1.31101E+11,School District,NORTHEAST CENTRAL SCHOOL DISTRICT,Dutchess,97.0,,194 HAIGHT RD
1028,1045,1.61801E+11,Public School,ST REGIS FALLS CENTRAL SCHOOL,Franklin,99.0,,92 NORTH MAIN ST
1029,1046,2.61901E+11,Public School,WEBSTER THOMAS HIGH SCHOOL,Monroe,100.0,,800 FIVE MILE LINE RD
1030,1047,2.00601E+11,School District,LAKE PLEASANT CENTRAL SCHOOL,Hamilton,100.0,,120 ELM LAKE RD.
1032,1049,3.42501E+11,Private School,FULL GOSPEL CHRISTIAN SCH,Queens,100.0,,130-30 31ST AVE. RM. 303
1033,1050,3.10201E+11,Private School,LYCEUM KENNEDY,New York,100.0,,225 E 43RD ST
1034,1051,2.71201E+11,School District,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,Montgomery,100.0,,44 Center Street
