State,School District or Name,County,Age Group,Old Rate,New Rate,Difference
MD,CALVARY BAPTIST CHURCH ACADEMY,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,CAPE ST. CLAIRE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,93.1,-5.9
MD,CENTRAL ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.5,-2.5
MD,CHESAPEAKE MONTESSORI SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,CROFTON MEADOWS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.0,-2.0
MD,CROFTON WOODS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,96.8,-3.2
MD,DEALE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,94.1,-5.9
MD,EDGEWATER ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,95.0,-5.0
MD,FOUR SEASONS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.9,-2.1
MD,FREETOWN ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.6,-1.4
MD,GLENDALE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,HIGH POINT ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.9,-1.1
MD,HILLSMERE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.0,-3.0
MD,HILLTOP ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,98.8,-0.2
MD,INDIAN CREEK SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,JONES ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,96.2,-3.8
MD,LOTHIAN ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.6,-1.4
MD,MARLEY ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,99.2,0.2
MD,MILLERSVILLE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,93.9,-6.1
MD,MONARCH ACADEMY ANNAPOLIS,ANNE ARUNDEL,KINDERGARTEN,100.0,97.1,-2.9
MD,MONSIGNOR SLADE CATHOLIC SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,95.6,-4.4
MD,MONTESSORI INTERNATIONAL CHILDREN'S HOUSE,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,OAK HILL ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.7,-2.3
MD,OAKWOOD ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,ODENTON ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,PARK ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.8,-1.2
MD,PINEY ORCHARD ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,79.7,-19.3
MD,RICHARD HENRY LEE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,100.0,1.0
MD,RIDGEWAY ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.8,-1.2
MD,RIPPLING WOODS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.3,-2.7
MD,RIVIERA BEACH ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,96.1,-3.9
MD,ROCKBRIDGE ACADEMY,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,SAINT ANDREW'S UNITED METHODIST DAY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,SCHOOL OF THE INCARNATION,ANNE ARUNDEL,KINDERGARTEN,100.0,97.4,-2.6
MD,SEVERN ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,SEVERNA PARK ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,100.0,0.0
MD,SOLLEY ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,99.0,97.5,-1.5
MD,SUNSET ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,93.4,-6.6
MD,TYLER HEIGHTS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,98.6,-1.4
MD,VAN BOKKELEN ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,85.7,-14.3
MD,WEST ANNAPOLIS ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,97.0,100.0,3.0
MD,WEST MEADE EARLY EDUCATION CENTER,ANNE ARUNDEL,KINDERGARTEN,100.0,98.4,-1.6
MD,WINDSOR FARM ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,100.0,97.0,-3.0
MD,WOODSIDE ELEMENTARY SCHOOL,ANNE ARUNDEL,KINDERGARTEN,96.0,97.9,1.9
MD,GARRISON FOREST SCHOOL,BALTIMORE,KINDERGARTEN,92.0,100.0,8.0
MD,HALSTEAD ACADEMY,BALTIMORE,KINDERGARTEN,100.0,90.0,-10.0
MD,IMMACULATE CONCEPTION SCHOOL,BALTIMORE,KINDERGARTEN,100.0,98.1,-1.9
MD,MCDONOGH SCHOOL,BALTIMORE,KINDERGARTEN,100.0,98.3,-1.7
MD,OPEN BIBLE CHRISTIAN ACADEMY,BALTIMORE,KINDERGARTEN,93.0,72.2,-20.8
MD,OUR LADY OF MOUNT CARMEL SCHOOL,BALTIMORE,KINDERGARTEN,100.0,100.0,0.0
MD,PERRY HALL CHRISTIAN SCHOOL,BALTIMORE,KINDERGARTEN,100.0,92.9,-7.1
MD,REDEEMER CLASSICAL CHRISTIAN SCHOOL,BALTIMORE,KINDERGARTEN,100.0,77.8,-22.2
MD,ROCK CHURCH ACADEMY,BALTIMORE,KINDERGARTEN,100.0,96.0,-4.0
MD,ROSEDALE CHRISTIAN ACADEMY,BALTIMORE,KINDERGARTEN,100.0,98.6,-1.4
MD,SACRED HEART SCHOOL OF GLYNDON,BALTIMORE,KINDERGARTEN,100.0,100.0,0.0
MD,ST. JAMES ACADEMY,BALTIMORE,KINDERGARTEN,97.0,100.0,3.0
MD,ST. JOHN'S LUTHERAN SCHOOL,BALTIMORE,KINDERGARTEN,100.0,100.0,0.0
MD,ST. JOSEPH SCHOOL FULLERTON,BALTIMORE,KINDERGARTEN,100.0,100.0,0.0
MD,ST. MARK SCHOOL,BALTIMORE,KINDERGARTEN,100.0,100.0,0.0
MD,TORAH INSTITUTE OF BALTIMORE,BALTIMORE,KINDERGARTEN,100.0,99.0,-1.0
MD,ARCHBISHOP BORDERS SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,95.2,-4.8
MD,ARLINGTON ELEMENTARY SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,96.1,-3.9
MD,ARMISTEAD GARDENS ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,98.7,-1.3
MD,ARUNDEL ELEMENTARY SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BALTIMORE INTERNATIONAL ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BALTIMORE INTERNATIONAL ACADEMY WEST,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BALTIMORE MONTESSORI PUBLIC CHARTER,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BARCLAY ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BAY-BROOK ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,BEECHFIELD ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,89.1,-10.9
MD,BELMONT ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,91.3,-8.7
MD,CALLAWAY ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CALVERT SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CARDINAL SHEHAN SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CECIL ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,90.2,-9.8
MD,CHARLES CARROLL BARRISTER ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,90.9,-9.1
MD,CHURCH OF THE REDEEMER PARISH DAY SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CITY NEIGHBORS CHARTER SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,90.0,-10.0
MD,CITY NEIGHBORS HAMILTON,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CLAY HILL PUBLIC CHARTER SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,CREATIVE CITY PUBLIC CHARTER SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,88.2,-11.8
MD,CROSS COUNTRY ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,95.2,-4.8
MD,CURTIS BAY ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,96.6,-3.4
MD,DICKEY HILL ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.9,-3.1
MD,DOROTHY I. HEIGHT ELEMENTARY SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,95.7,-4.3
MD,"DR. BERNARD HARRIS, SR. ELEMENTARY",BALTIMORE CITY,KINDERGARTEN,100.0,93.2,-6.8
MD,EMPOWERMENT ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,90.3,-9.7
MD,FORT WORTHINGTON ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,97.4,-2.6
MD,FRANCIS SCOTT KEY ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,94.2,-5.8
MD,FREDERICK ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,95.2,-4.8
MD,FRIENDS SCHOOL OF BALTIMORE,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,FURLEY ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,96.7,-3.3
MD,FURMAN L. TEMPLETON PREPARATORY ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,96.8,-3.2
MD,GARRETT HEIGHTS ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,91.7,-8.3
MD,GEORGE WASHINGTON ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,GILMAN SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,GREATER GRACE CHRISTIAN ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,75.0,-25.0
MD,GWYNNS FALLS ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,96.3,-3.7
MD,HAMILTON ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,90.7,-9.3
MD,HARFORD HEIGHTS ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,99.0,-1.0
MD,HAZELWOOD ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,97.3,-2.7
MD,HIGHLANDTOWN ELEMENTARY/MIDDLE #215,BALTIMORE CITY,KINDERGARTEN,100.0,93.0,-7.0
MD,HIGHLANDTOWN ELEMENTARY/MIDDLE #237,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,HILTON ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,HOLABIRD ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,97.1,-2.9
MD,K.I.P.P. HARMONY ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,LAKEWOOD ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,96.7,-3.3
MD,LEITH WALK ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,99.2,-0.8
MD,LIBERTY ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,MAREE G. FARRING ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,95.7,-4.3
MD,MATTHEW A. HENSON ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,MEDFIELD HEIGHTS ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,91.7,-8.3
MD,MONTEBELLO ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,93.9,-6.1
MD,MORAVIA PARK ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,93.8,-6.2
MD,MORRELL PARK ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,88.2,-11.8
MD,MOTHER MARY LANGE CATHOLIC SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,55.6,-44.4
MD,MOUNT ROYAL ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,95.7,-4.3
MD,NEW SONG ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,93.5,-6.5
MD,NORTH BEND ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.0,-4.0
MD,PARK HEIGHTS ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,93.3,-6.7
MD,PATTERSON PARK PUBLIC CHARTER SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,96.4,-3.6
MD,PIMLICO ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.9,-3.1
MD,ROBERT W. COLEMAN ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,85.7,-14.3
MD,ROLAND PARK ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.7,-3.3
MD,SANDTOWN-WINCHESTER ACHIEVEMENT ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,97.6,-2.4
MD,SINCLAIR LANE ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,92.7,-7.3
MD,ST. CASIMIR CATHOLIC SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,ST. FRANCIS OF ASSISI SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,THE BELAIR-EDISON SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,THE GREEN SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,96.0,-4.0
MD,THE HISTORIC SAMUEL COLERIDGE-TAYLOR EL,BALTIMORE CITY,KINDERGARTEN,100.0,94.3,-5.7
MD,THE MOUNT WASHINGTON SCHOOL,BALTIMORE CITY,KINDERGARTEN,100.0,98.7,-1.3
MD,WALDORF SCHOOL OF BALTIMORE,BALTIMORE CITY,KINDERGARTEN,100.0,57.9,-42.1
MD,WALTER P. CARTER ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.5,-3.5
MD,WESTPORT ACADEMY,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,WILDWOOD ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,96.9,-3.1
MD,WILLIAM PACA ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,96.2,-3.8
MD,WOODHOME ELEMENTARY/MIDDLE,BALTIMORE CITY,KINDERGARTEN,100.0,100.0,0.0
MD,YORKWOOD ELEMENTARY,BALTIMORE CITY,KINDERGARTEN,100.0,89.8,-10.2
MD,OUR LADY STAR OF THE SEA SCHOOL,CALVERT,KINDERGARTEN,100.0,100.0,0.0
MD,GERSTELL ACADEMY,CARROLL,KINDERGARTEN,100.0,88.2,-11.8
MD,NORTH CARROLL COMMUNITY SCHOOL,CARROLL,KINDERGARTEN,83.0,90.5,7.5
MD,ST. STEPHEN'S CLASSICAL CHRISTIAN ACADEMY,CARROLL,KINDERGARTEN,81.0,56.3,-24.7
MD,MOUNT AVIAT ACADEMY,CECIL,KINDERGARTEN,100.0,96.2,-3.8
MD,TRI-STATE CHRISTIAN ACADEMY,CECIL,KINDERGARTEN,100.0,81.0,-19.0
MD,ARCHBISHOP NEALE SCHOOL,CHARLES,KINDERGARTEN,100.0,100.0,0.0
MD,SOUTHERN MARYLAND CHRISTIAN ACADEMY,CHARLES,KINDERGARTEN,100.0,97.0,-3.0
MD,CHOPTANK ELEMENTARY SCHOOL,DORCHESTER,KINDERGARTEN,100.0,94.3,-5.7
MD,MAPLE ELEMENTARY SCHOOL,DORCHESTER,KINDERGARTEN,100.0,100.0,0.0
MD,SOUTH DORCHESTER SCHOOL,DORCHESTER,KINDERGARTEN,100.0,84.2,-15.8
MD,VIENNA ELEMENTARY SCHOOL,DORCHESTER,KINDERGARTEN,100.0,96.7,-3.3
MD,LUCY SCHOOL,FREDERICK,KINDERGARTEN,100.0,76.2,-23.8
MD,ST. JOHN REGIONAL CATHOLIC SCHOOL,FREDERICK,KINDERGARTEN,100.0,88.4,-11.6
MD,THURMONT PRIMARY SCHOOL,FREDERICK,KINDERGARTEN,100.0,95.9,-4.1
MD,BROAD FORD ELEMENTARY SCHOOL,GARRETT,KINDERGARTEN,100.0,97.2,-2.8
MD,CRELLIN ELEMENTARY SCHOOL,GARRETT,KINDERGARTEN,100.0,100.0,0.0
MD,YOUGH GLADES ELEMENTARY SCHOOL,GARRETT,KINDERGARTEN,95.0,100.0,5.0
MD,CHURCHVILLE ELEMENTARY,HARFORD,KINDERGARTEN,100.0,98.2,-1.8
MD,FOREST LAKES ELEMENTARY,HARFORD,KINDERGARTEN,100.0,98.6,-1.4
MD,GRACE CLASSICAL ACADEMY,HARFORD,KINDERGARTEN,87.0,60.0,-27.0
MD,HALLS CROSS ROADS ELEMENTARY,HARFORD,KINDERGARTEN,100.0,94.4,-5.6
MD,HARFORD CHRISTIAN SCHOOL,HARFORD,KINDERGARTEN,100.0,68.1,-31.9
MD,HARFORD DAY SCHOOL,HARFORD,KINDERGARTEN,100.0,100.0,0.0
MD,JOPPATOWNE ELEMENTARY,HARFORD,KINDERGARTEN,100.0,96.1,-3.9
MD,NEW COVENANT CHRISTIAN SCHOOL,HARFORD,KINDERGARTEN,100.0,92.3,-7.7
MD,RED PUMP ELEMENTARY,HARFORD,KINDERGARTEN,100.0,96.9,-3.1
MD,ST. MARGARET SCHOOL,HARFORD,KINDERGARTEN,100.0,95.9,-4.1
MD,WILLIAM S. JAMES ELEMENTARY,HARFORD,KINDERGARTEN,100.0,96.9,-3.1
MD,AYA CENTER,HOWARD,KINDERGARTEN,100.0,96.0,-4.0
MD,BETHEL CHRISTIAN ACADEMY,HOWARD,KINDERGARTEN,72.0,67.7,-4.3
MD,BOLLMAN BRIDGE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,CENTENNIAL LANE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,95.7,-4.3
MD,CHAPELGATE CHRISTIAN ACADEMY,HOWARD,KINDERGARTEN,100.0,73.3,-26.7
MD,CLEMENS CROSSING ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,97.0,98.7,1.7
MD,CRADLEROCK ELEMENTARY,HOWARD,KINDERGARTEN,100.0,98.4,-1.6
MD,DAYTON OAKS ELEMENTARY,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,DEEP RUN ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,99.0,98.9,-0.1
MD,DUCKETTS LANE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,96.6,-3.4
MD,ELKRIDGE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,97.9,-2.1
MD,FULTON ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,99.2,-0.8
MD,GLENELG COUNTRY SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,GORMAN CROSSING ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,HAMMOND ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,99.2,-0.8
MD,HOLLIFIELD STATION ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,98.0,95.1,-2.9
MD,JEFFERS HILL ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,93.4,-6.6
MD,LISBON ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,97.0,-3.0
MD,MANOR WOODS ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,98.0,-2.0
MD,MOUNT AIRY CHRISTIAN ACADEMY,HOWARD,KINDERGARTEN,100.0,83.8,-16.2
MD,NORTHFIELD ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,93.5,-6.5
MD,OUR LADY OF PERPETUAL HELP SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,PHELPS LUCK ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,99.0,99.0,0.0
MD,POINTERS RUN ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,99.0,99.1,0.1
MD,RESURRECTION ST. PAUL SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,ROCKBURN ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,98.7,-1.3
MD,ST. AUGUSTINE CATHOLIC SCHOOL,HOWARD,KINDERGARTEN,100.0,88.0,-12.0
MD,ST. JOHN'S LANE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,ST. LOUIS SCHOOL,HOWARD,KINDERGARTEN,98.0,90.8,-7.2
MD,SWANSFIELD ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,98.9,-1.1
MD,TALBOTT SPRINGS ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,98.5,-1.5
MD,THUNDER HILL ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,94.0,94.4,0.4
MD,TRIADELPHIA RIDGE ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,100.0,0.0
MD,TRINITY SCHOOL,HOWARD,KINDERGARTEN,100.0,95.7,-4.3
MD,VETERANS ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,98.0,97.6,-0.4
MD,WAVERLY ELEMENTARY SCHOOL,HOWARD,KINDERGARTEN,100.0,99.1,-0.9
MD,GALENA ELEMENTARY SCHOOL,KENT,KINDERGARTEN,100.0,100.0,0.0
MD,KENT SCHOOL,KENT,KINDERGARTEN,100.0,100.0,0.0
MD,ROCK HALL ELEMENTARY SCHOOL,KENT,KINDERGARTEN,94.0,100.0,6.0
MD,ARCOLA ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,66.4,-33.6
MD,ASHBURTON ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,99.0,98.4,-0.6
MD,BANNOCKBURN ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,BARRIE SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,BEL PRE ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,96.0,89.7,-6.3
MD,BETHESDA ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,98.0,96.7,-1.3
MD,BEVERLY FARMS ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,96.3,-3.7
MD,BULLIS SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,96.9,-3.1
MD,BURNING TREE ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,BURNT MILLS ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,99.0,94.8,-4.2
MD,BURTONSVILLE ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,94.0,96.6,2.6
MD,CABIN BRANCH ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,97.9,-2.1
MD,CANDLEWOOD ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,99.0,98.1,-0.9
MD,CANNON ROAD ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,90.2,-9.8
MD,CASHELL ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,95.9,-4.1
MD,CEDAR GROVE ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,95.1,-4.9
MD,CLARKSBURG ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,95.8,-4.2
MD,CLEARSPRING ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,98.0,98.3,0.3
MD,CLOVERLY ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,COVENANT LIFE SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,94.6,-5.4
MD,DAMASCUS ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,DIAMOND ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,99.0,-1.0
MD,DR. CHARLES R. DREW ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,94.0,97.2,3.2
MD,DUFIEF ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,97.4,-2.6
MD,EVERGREEN SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,FAIRLAND ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,98.7,-1.3
MD,FALLSMEAD ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,93.8,-6.2
MD,FARMLAND ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,98.0,99.1,1.1
MD,FELLOWSHIP CHRISTIAN SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,78.6,-21.4
MD,FLOWER VALLEY ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,98.6,-1.4
MD,GAITHERSBURG ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,96.0,97.7,1.7
MD,GARRETT PARK ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,95.6,-4.4
MD,GENEVA DAY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,90.5,-9.5
MD,GEORGIAN FOREST ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,96.0,97.2,1.2
MD,GLEN HAVEN ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,98.0,100.0,2.0
MD,GOSHEN ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,99.0,97.0,-2.0
MD,GREAT SENECA CREEK ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
MD,GREENCASTLE ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,99.0,97.8,-1.2
MD,GREENWOOD ELEMENTARY SCHOOL,MONTGOMERY,KINDERGARTEN,100.0,100.0,0.0
