,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
8496,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,98.84,Fourth Grade
8497,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,First Grade
8498,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,Third Grade
8499,,Public,DADEVILLE ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,Fifth Grade
8500,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,98.39,Eighth Grade
8501,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,98.53,Twelfth Grade
8502,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,100.0,Sixth Grade
8503,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,100.0,Seventh Grade
8504,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,100.0,Ninth Grade
8505,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,100.0,Tenth Grade
8506,,Public,DADEVILLE HIGH SCHOOL,,TALLAPOOSA,100.0,Eleventh Grade
8507,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,93.75,Kindergarten
8508,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,95.38,Fourth Grade
8509,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,95.83,Twelfth Grade
8510,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,96.0,Second Grade
8511,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,96.72,Fifth Grade
8512,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,98.11,Third Grade
8513,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,98.21,Tenth Grade
8514,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,98.21,Eleventh Grade
8515,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,98.25,Eighth Grade
8516,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,98.48,Ninth Grade
8517,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,100.0,First Grade
8518,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,100.0,Sixth Grade
8519,,Public,HORSESHOE BEND HIGH SCHOOL,,TALLAPOOSA,100.0,Seventh Grade
8520,,Public,JIM PEARSON ELEMENTARY SCHOOL,,TALLAPOOSA,98.99,Kindergarten
8521,,Public,JIM PEARSON ELEMENTARY SCHOOL,,TALLAPOOSA,99.01,First Grade
8522,,Public,JIM PEARSON ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,Second Grade
8523,,Public,NATHANIEL H STEPHENS ELEMENTARY SCHOOL,,TALLAPOOSA,97.96,Fourth Grade
8524,,Public,NATHANIEL H STEPHENS ELEMENTARY SCHOOL,,TALLAPOOSA,98.7,Third Grade
8525,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,94.81,Third Grade
8526,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,95.08,Kindergarten
8527,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,95.59,Fourth Grade
8528,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,96.92,Second Grade
8529,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,97.5,First Grade
8530,,Public,REELTOWN ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,Fifth Grade
8531,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,98.48,Eighth Grade
8532,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,98.48,Tenth Grade
8533,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,98.73,Seventh Grade
8534,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,98.73,Ninth Grade
8535,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,98.77,Sixth Grade
8536,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,100.0,Eleventh Grade
8537,,Public,REELTOWN HIGH SCHOOL,,TALLAPOOSA,100.0,Twelfth Grade
8538,,Private,VICTORY BAPTIST ACADEMY,,TALLAPOOSA,100.0,Second Grade
8539,,Public,WILLIAM L RADNEY ELEMENTARY SCHOOL,,TALLAPOOSA,99.5,Sixth Grade
8540,,Public,WILLIAM L RADNEY ELEMENTARY SCHOOL,,TALLAPOOSA,100.0,Fifth Grade
8541,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,88.33,Kindergarten
8542,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,92.98,Second Grade
8543,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,93.44,First Grade
8544,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,97.33,Fifth Grade
8545,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,98.21,Third Grade
8546,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,98.21,Sixth Grade
8547,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,98.41,Eleventh Grade
8548,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Fourth Grade
8549,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Seventh Grade
8550,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Eighth Grade
8551,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Ninth Grade
8552,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Tenth Grade
8553,,Private,AMERICAN CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Twelfth Grade
8554,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,95.0,Third Grade
8555,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,95.16,First Grade
8556,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,98.15,Second Grade
8557,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,98.25,Kindergarten
8558,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fourth Grade
8559,,Public,ARCADIA ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8560,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,90.36,First Grade
8561,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,91.76,Second Grade
8562,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,93.33,Kindergarten
8563,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,94.44,Fourth Grade
8564,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,96.39,Third Grade
8565,,Public,BIG SANDY ELEMENTARY,,TUSCALOOSA,100.0,Fifth Grade
8566,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,96.55,Fourth Grade
8567,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,96.55,Fifth Grade
8568,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,98.04,Kindergarten
8569,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,98.51,First Grade
8570,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,99.15,Third Grade
8571,,Public,BROOKWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Second Grade
8572,,Public,BROOKWOOD HIGH SCHOOL,,TUSCALOOSA,98.89,Tenth Grade
8573,,Public,BROOKWOOD HIGH SCHOOL,,TUSCALOOSA,99.09,Twelfth Grade
8574,,Public,BROOKWOOD HIGH SCHOOL,,TUSCALOOSA,99.2,Eleventh Grade
8575,,Public,BROOKWOOD HIGH SCHOOL,,TUSCALOOSA,99.61,Ninth Grade
8576,,Public,BROOKWOOD MIDDLE SCHOOL,,TUSCALOOSA,97.22,Seventh Grade
8577,,Public,BROOKWOOD MIDDLE SCHOOL,,TUSCALOOSA,97.48,Eighth Grade
8578,,Public,BROOKWOOD MIDDLE SCHOOL,,TUSCALOOSA,99.06,Sixth Grade
8579,,Public,BUHL ELEMENTARY SCHOOL,,TUSCALOOSA,93.94,First Grade
8580,,Public,BUHL ELEMENTARY SCHOOL,,TUSCALOOSA,94.12,Kindergarten
8581,,Public,BUHL ELEMENTARY SCHOOL,,TUSCALOOSA,97.06,Third Grade
8582,,Public,BUHL ELEMENTARY SCHOOL,,TUSCALOOSA,97.06,Fourth Grade
8583,,Public,BUHL ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Second Grade
8584,,Private,CAPITOL SCHOOL,,TUSCALOOSA,81.58,Kindergarten
8585,,Private,CAPITOL SCHOOL,,TUSCALOOSA,83.33,Eighth Grade
8586,,Private,CAPITOL SCHOOL,,TUSCALOOSA,93.33,Fourth Grade
8587,,Private,CAPITOL SCHOOL,,TUSCALOOSA,93.75,Tenth Grade
8588,,Private,CAPITOL SCHOOL,,TUSCALOOSA,93.94,First Grade
8589,,Private,CAPITOL SCHOOL,,TUSCALOOSA,94.12,Sixth Grade
8590,,Private,CAPITOL SCHOOL,,TUSCALOOSA,96.3,Second Grade
8591,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Third Grade
8592,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8593,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Seventh Grade
8594,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Ninth Grade
8595,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Eleventh Grade
8596,,Private,CAPITOL SCHOOL,,TUSCALOOSA,100.0,Twelfth Grade
8597,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,84.21,Kindergarten
8598,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,86.0,First Grade
8599,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,90.91,Third Grade
8600,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,96.15,Fifth Grade
8601,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,97.56,Fourth Grade
8602,,Public,CENTRAL ELEMENTARY SCHOOL (TUSCALOOSA),,TUSCALOOSA,98.11,Second Grade
8603,,Public,CENTRAL HIGH SCHOOL (TUSCALOOSA),,TUSCALOOSA,98.22,Eleventh Grade
8604,,Public,CENTRAL HIGH SCHOOL (TUSCALOOSA),,TUSCALOOSA,98.87,Twelfth Grade
8605,,Public,CENTRAL HIGH SCHOOL (TUSCALOOSA),,TUSCALOOSA,99.1,Ninth Grade
8606,,Public,CENTRAL HIGH SCHOOL (TUSCALOOSA),,TUSCALOOSA,99.52,Tenth Grade
8607,,Public,COLLINS-RIVERSIDE INTERMEDIATE SCHOOL,,TUSCALOOSA,96.51,Fifth Grade
8608,,Public,COLLINS-RIVERSIDE INTERMEDIATE SCHOOL,,TUSCALOOSA,99.31,Sixth Grade
8609,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,83.64,First Grade
8610,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,90.57,Kindergarten
8611,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,90.7,Second Grade
8612,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,93.85,Fourth Grade
8613,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,96.67,Third Grade
8614,,Public,COTTONDALE ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8615,,Public,CRESTMONT ELEMENTARY SCHOOL,,TUSCALOOSA,96.67,Kindergarten
8616,,Public,CRESTMONT ELEMENTARY SCHOOL,,TUSCALOOSA,96.97,First Grade
8617,,Public,CRESTMONT ELEMENTARY SCHOOL,,TUSCALOOSA,97.5,Fourth Grade
8618,,Public,CRESTMONT ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Second Grade
8619,,Public,CRESTMONT ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Third Grade
8620,,Public,DAVIS-EMERSON MIDDLE SCHOOL,,TUSCALOOSA,96.03,Eighth Grade
8621,,Public,DAVIS-EMERSON MIDDLE SCHOOL,,TUSCALOOSA,96.77,Seventh Grade
8622,,Public,DAVIS-EMERSON MIDDLE SCHOOL,,TUSCALOOSA,100.0,Sixth Grade
8623,,Public,DUNCANVILLE MIDDLE SCHOOL,,TUSCALOOSA,97.01,Eighth Grade
8624,,Public,DUNCANVILLE MIDDLE SCHOOL,,TUSCALOOSA,98.21,Sixth Grade
8625,,Public,DUNCANVILLE MIDDLE SCHOOL,,TUSCALOOSA,100.0,Seventh Grade
8626,,Public,EASTWOOD MIDDLE SCHOOL,,TUSCALOOSA,97.83,Sixth Grade
8627,,Public,EASTWOOD MIDDLE SCHOOL,,TUSCALOOSA,98.35,Eighth Grade
8628,,Public,EASTWOOD MIDDLE SCHOOL,,TUSCALOOSA,99.15,Seventh Grade
8629,,Public,ECHOLS MIDDLE SCHOOL,,TUSCALOOSA,98.23,Eighth Grade
8630,,Public,ECHOLS MIDDLE SCHOOL,,TUSCALOOSA,98.3,Seventh Grade
8631,,Public,ENGLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,97.33,Third Grade
8632,,Public,ENGLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,98.08,Fourth Grade
8633,,Public,ENGLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,98.19,Fifth Grade
8634,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,90.91,First Grade
8635,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,93.1,Second Grade
8636,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,94.92,Kindergarten
8637,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,96.92,Third Grade
8638,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,98.51,Fourth Grade
8639,,Public,FAUCETT-VESTAVIA ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8640,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,91.67,Kindergarten
8641,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,92.77,First Grade
8642,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,95.29,Second Grade
8643,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,95.52,Fourth Grade
8644,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,97.87,Third Grade
8645,,Public,FLATWOODS ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8646,,Public,HILLCREST HIGH SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.04,Eleventh Grade
8647,,Public,HILLCREST HIGH SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.57,Twelfth Grade
8648,,Public,HILLCREST HIGH SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.6,Tenth Grade
8649,,Public,HILLCREST HIGH SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.81,Ninth Grade
8650,,Public,HILLCREST MIDDLE SCHOOL,,TUSCALOOSA,97.52,Sixth Grade
8651,,Public,HILLCREST MIDDLE SCHOOL,,TUSCALOOSA,98.24,Eighth Grade
8652,,Public,HILLCREST MIDDLE SCHOOL,,TUSCALOOSA,98.81,Seventh Grade
8653,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,89.29,Fourth Grade
8654,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,91.67,First Grade
8655,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,92.75,Second Grade
8656,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,95.56,Kindergarten
8657,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,96.36,Third Grade
8658,,Public,HOLT ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8659,,Public,HOLT HIGH SCHOOL,,TUSCALOOSA,96.33,Ninth Grade
8660,,Public,HOLT HIGH SCHOOL,,TUSCALOOSA,96.49,Tenth Grade
8661,,Public,HOLT HIGH SCHOOL,,TUSCALOOSA,96.51,Eleventh Grade
8662,,Public,HOLT HIGH SCHOOL,,TUSCALOOSA,96.91,Twelfth Grade
8663,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,92.31,First Grade
8664,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,93.75,Second Grade
8665,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,94.44,Kindergarten
8666,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,97.22,Third Grade
8667,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fourth Grade
8668,,Private,HOLY SPIRIT ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8669,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,96.0,Tenth Grade
8670,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,96.77,Eleventh Grade
8671,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,97.44,Seventh Grade
8672,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,100.0,Sixth Grade
8673,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,100.0,Eighth Grade
8674,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,100.0,Ninth Grade
8675,,Private,HOLY SPIRIT HIGH SCHOOL,,TUSCALOOSA,100.0,Twelfth Grade
8676,,Public,HUNTINGTON PLACE ELEMENTARY SCHOOL,,TUSCALOOSA,96.4,Third Grade
8677,,Public,HUNTINGTON PLACE ELEMENTARY SCHOOL,,TUSCALOOSA,98.11,Fourth Grade
8678,,Public,HUNTINGTON PLACE ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8679,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,91.01,Kindergarten
8680,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,96.06,Third Grade
8681,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,97.0,First Grade
8682,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,97.71,Second Grade
8683,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,98.11,Fourth Grade
8684,,Public,LAKE VIEW ELEMENTARY SCHOOL,,TUSCALOOSA,99.16,Fifth Grade
8685,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,50.0,Eleventh Grade
8686,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,80.0,Third Grade
8687,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Kindergarten
8688,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,First Grade
8689,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Second Grade
8690,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Fourth Grade
8691,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Fifth Grade
8692,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Sixth Grade
8693,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Seventh Grade
8694,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Eighth Grade
8695,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Ninth Grade
8696,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Tenth Grade
8697,,Public,LLOYD WOOD EDUCATION CENTER,,TUSCALOOSA,100.0,Twelfth Grade
8698,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,97.06,Fifth Grade
8699,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,97.1,Kindergarten
8700,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.53,Third Grade
8701,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.7,Second Grade
8702,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,98.8,First Grade
8703,,Public,MARTIN L KING JR ELEMENTARY SCHOOL - TUSCALOOSA,,TUSCALOOSA,100.0,Fourth Grade
8704,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,92.31,First Grade
8705,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,94.12,Kindergarten
8706,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,95.52,Second Grade
8707,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,97.06,Fourth Grade
8708,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Third Grade
8709,,Public,MATTHEWS ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8710,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,91.55,Kindergarten
8711,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,94.57,Third Grade
8712,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,96.0,First Grade
8713,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,96.49,Second Grade
8714,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,96.83,Fourth Grade
8715,,Public,MAXWELL ELEMENTARY SCHOOL,,TUSCALOOSA,97.56,Fifth Grade
8716,,Public,MYRTLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,94.74,Kindergarten
8717,,Public,MYRTLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,95.83,Second Grade
8718,,Public,MYRTLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,96.67,First Grade
8719,,Public,MYRTLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Third Grade
8720,,Public,MYRTLEWOOD ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fourth Grade
8721,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,72.73,Sixth Grade
8722,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,85.71,Eighth Grade
8723,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,88.89,Kindergarten
8724,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,90.0,Second Grade
8725,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,94.44,Fourth Grade
8726,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,95.83,Seventh Grade
8727,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,95.83,Tenth Grade
8728,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,First Grade
8729,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Third Grade
8730,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Fifth Grade
8731,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Ninth Grade
8732,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Eleventh Grade
8733,,Private,NORTH RIVER CHRISTIAN ACADEMY,,TUSCALOOSA,100.0,Twelfth Grade
8734,,Public,NORTHPORT ELEMENTARY SCHOOL,,TUSCALOOSA,96.91,First Grade
8735,,Public,NORTHPORT ELEMENTARY SCHOOL,,TUSCALOOSA,97.41,Second Grade
8736,,Public,NORTHPORT ELEMENTARY SCHOOL,,TUSCALOOSA,98.32,Kindergarten
8737,,Public,NORTHPORT INTERMEDIATE SCHOOL,,TUSCALOOSA,97.48,Fifth Grade
8738,,Public,NORTHPORT INTERMEDIATE SCHOOL,,TUSCALOOSA,98.74,Sixth Grade
8739,,Public,NORTHRIDGE HIGH SCHOOL,,TUSCALOOSA,96.43,Eleventh Grade
8740,,Public,NORTHRIDGE HIGH SCHOOL,,TUSCALOOSA,97.58,Ninth Grade
8741,,Public,NORTHRIDGE HIGH SCHOOL,,TUSCALOOSA,98.61,Twelfth Grade
8742,,Public,NORTHRIDGE HIGH SCHOOL,,TUSCALOOSA,98.91,Tenth Grade
8743,,Public,NORTHRIDGE MIDDLE SCHOOL,,TUSCALOOSA,96.89,Sixth Grade
8744,,Public,NORTHRIDGE MIDDLE SCHOOL,,TUSCALOOSA,96.97,Seventh Grade
8745,,Public,NORTHRIDGE MIDDLE SCHOOL,,TUSCALOOSA,97.46,Eighth Grade
8746,,Public,NORTHSIDE HIGH SCHOOL,,TUSCALOOSA,98.4,Ninth Grade
8747,,Public,NORTHSIDE HIGH SCHOOL,,TUSCALOOSA,98.55,Tenth Grade
8748,,Public,NORTHSIDE HIGH SCHOOL,,TUSCALOOSA,99.17,Eleventh Grade
8749,,Public,NORTHSIDE HIGH SCHOOL,,TUSCALOOSA,99.39,Twelfth Grade
8750,,Public,NORTHSIDE MIDDLE SCHOOL,,TUSCALOOSA,98.35,Eighth Grade
8751,,Public,NORTHSIDE MIDDLE SCHOOL,,TUSCALOOSA,98.94,Sixth Grade
8752,,Public,NORTHSIDE MIDDLE SCHOOL,,TUSCALOOSA,99.11,Seventh Grade
8753,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,89.19,Kindergarten
8754,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,97.56,Second Grade
8755,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,97.92,First Grade
8756,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Third Grade
8757,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fourth Grade
8758,,Public,OAKDALE ELEMENTARY SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8759,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,75.0,First Grade
8760,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,75.0,Third Grade
8761,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,75.0,Sixth Grade
8762,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,83.33,Seventh Grade
8763,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,100.0,Second Grade
8764,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,100.0,Fourth Grade
8765,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,100.0,Fifth Grade
8766,,Private,OMNIA CLASSICAL SCHOOL,,TUSCALOOSA,100.0,Twelfth Grade
8767,,Public,PAUL W BRYANT HIGH SCHOOL,,TUSCALOOSA,98.32,Eleventh Grade
8768,,Public,PAUL W BRYANT HIGH SCHOOL,,TUSCALOOSA,98.75,Twelfth Grade
8769,,Public,PAUL W BRYANT HIGH SCHOOL,,TUSCALOOSA,98.97,Ninth Grade
