,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
5047,,Public,CLEMENTS HIGH SCHOOL,,LIMESTONE,100.0,Sixth Grade
5048,,Public,CLEMENTS HIGH SCHOOL,,LIMESTONE,100.0,Eighth Grade
5049,,Public,CLEMENTS HIGH SCHOOL,,LIMESTONE,100.0,Tenth Grade
5050,,Public,CLEMENTS HIGH SCHOOL,,LIMESTONE,100.0,Eleventh Grade
5051,,Public,CREEKSIDE ELEMENTARY SCHOOL,,LIMESTONE,96.39,Fourth Grade
5052,,Public,CREEKSIDE ELEMENTARY SCHOOL,,LIMESTONE,96.59,Third Grade
5053,,Public,CREEKSIDE ELEMENTARY SCHOOL,,LIMESTONE,98.31,Fifth Grade
5054,,Public,CREEKSIDE PRIMARY SCHOOL,,LIMESTONE,94.48,First Grade
5055,,Public,CREEKSIDE PRIMARY SCHOOL,,LIMESTONE,96.27,Second Grade
5056,,Public,CREEKSIDE PRIMARY SCHOOL,,LIMESTONE,96.5,Kindergarten
5057,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,97.55,Sixth Grade
5058,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,97.55,Seventh Grade
5059,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,98.73,Eleventh Grade
5060,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,98.88,Ninth Grade
5061,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,99.42,Eighth Grade
5062,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,99.42,Tenth Grade
5063,,Public,EAST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Twelfth Grade
5064,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,92.41,Kindergarten
5065,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,98.77,Second Grade
5066,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,98.78,Fourth Grade
5067,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,98.91,First Grade
5068,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,100.0,Third Grade
5069,,Public,ELKMONT ELEMENTARY SCHOOL,,LIMESTONE,100.0,Fifth Grade
5070,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,98.68,Twelfth Grade
5071,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,98.75,Eleventh Grade
5072,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,98.8,Tenth Grade
5073,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,98.81,Eighth Grade
5074,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,98.85,Ninth Grade
5075,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,100.0,Sixth Grade
5076,,Public,ELKMONT HIGH SCHOOL,,LIMESTONE,100.0,Seventh Grade
5077,,Public,JAMES L COWART ELEMENTARY SCHOOL,,LIMESTONE,92.0,Kindergarten
5078,,Public,JAMES L COWART ELEMENTARY SCHOOL,,LIMESTONE,94.74,Second Grade
5079,,Public,JAMES L COWART ELEMENTARY SCHOOL,,LIMESTONE,97.56,First Grade
5080,,Public,JAMES L COWART ELEMENTARY SCHOOL,,LIMESTONE,98.72,Third Grade
5081,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,90.77,First Grade
5082,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,98.53,Kindergarten
5083,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,98.57,Third Grade
5084,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,98.7,Second Grade
5085,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,100.0,Fourth Grade
5086,,Public,JOHNSON ELEMENTARY SCHOOL (LIMESTONE),,LIMESTONE,100.0,Fifth Grade
5087,,Public,JULIAN NEWMAN ELEMENTARY SCHOOL,,LIMESTONE,95.96,Kindergarten
5088,,Public,JULIAN NEWMAN ELEMENTARY SCHOOL,,LIMESTONE,96.3,Second Grade
5089,,Public,JULIAN NEWMAN ELEMENTARY SCHOOL,,LIMESTONE,99.03,First Grade
5090,,Public,JULIAN NEWMAN ELEMENTARY SCHOOL,,LIMESTONE,100.0,Third Grade
5091,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,50.0,Third Grade
5092,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,72.73,Fifth Grade
5093,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,75.0,Second Grade
5094,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,90.0,Fourth Grade
5095,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,91.3,Eleventh Grade
5096,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,91.67,Ninth Grade
5097,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,93.33,Eighth Grade
5098,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,95.0,Tenth Grade
5099,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,100.0,Sixth Grade
5100,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,100.0,Seventh Grade
5101,,Public,LIMESTONE COUNTY VIRTUAL SCHOOL CENTER,,LIMESTONE,100.0,Twelfth Grade
5102,,Private,LINDSAY LANE CHRISTIAN ACADEMY (EAS,,LIMESTONE,83.33,Kindergarten
5103,,Private,LINDSAY LANE CHRISTIAN ACADEMY (EAS,,LIMESTONE,92.19,First Grade
5104,,Private,LINDSAY LANE CHRISTIAN ACADEMY (MAI,,LIMESTONE,89.09,Second Grade
5105,,Private,LINDSAY LANE CHRISTIAN ACADEMY (MAI,,LIMESTONE,91.11,Fifth Grade
5106,,Private,LINDSAY LANE CHRISTIAN ACADEMY (MAI,,LIMESTONE,93.55,Third Grade
5107,,Private,LINDSAY LANE CHRISTIAN ACADEMY (MAI,,LIMESTONE,98.11,Fourth Grade
5108,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,88.57,Eleventh Grade
5109,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,92.59,Eighth Grade
5110,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,93.75,Ninth Grade
5111,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,95.0,Twelfth Grade
5112,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,96.67,Sixth Grade
5113,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,96.88,Seventh Grade
5114,,Private,LINDSAY LANE CHRISTIAN ACADEMY (WES,,LIMESTONE,96.88,Tenth Grade
5115,,Public,PINEY CHAPEL ELEMENTARY SCHOOL,,LIMESTONE,100.0,First Grade
5116,,Public,PINEY CHAPEL ELEMENTARY SCHOOL,,LIMESTONE,100.0,Second Grade
5117,,Public,PINEY CHAPEL ELEMENTARY SCHOOL,,LIMESTONE,100.0,Third Grade
5118,,Public,PINEY CHAPEL ELEMENTARY SCHOOL,,LIMESTONE,100.0,Fourth Grade
5119,,Public,PINEY CHAPEL ELEMENTARY SCHOOL,,LIMESTONE,100.0,Fifth Grade
5120,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,98.78,Fourth Grade
5121,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,99.05,Second Grade
5122,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,99.07,Third Grade
5123,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,100.0,Kindergarten
5124,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,100.0,First Grade
5125,,Public,SUGAR CREEK ELEMENTARY SCHOOL,,LIMESTONE,100.0,Fifth Grade
5126,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,94.55,Fourth Grade
5127,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,94.64,Kindergarten
5128,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,96.08,Third Grade
5129,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,96.49,Second Grade
5130,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,98.0,Fifth Grade
5131,,Public,TANNER ELEMENTARY SCHOOL,,LIMESTONE,98.21,First Grade
5132,,Public,TANNER HIGH SCHOOL,,LIMESTONE,98.08,Eighth Grade
5133,,Public,TANNER HIGH SCHOOL,,LIMESTONE,98.65,Eleventh Grade
5134,,Public,TANNER HIGH SCHOOL,,LIMESTONE,100.0,Sixth Grade
5135,,Public,TANNER HIGH SCHOOL,,LIMESTONE,100.0,Seventh Grade
5136,,Public,TANNER HIGH SCHOOL,,LIMESTONE,100.0,Ninth Grade
5137,,Public,TANNER HIGH SCHOOL,,LIMESTONE,100.0,Tenth Grade
5138,,Public,TANNER HIGH SCHOOL,,LIMESTONE,100.0,Twelfth Grade
5139,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,99.0,Ninth Grade
5140,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Sixth Grade
5141,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Seventh Grade
5142,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Eighth Grade
5143,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Tenth Grade
5144,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Eleventh Grade
5145,,Public,WEST LIMESTONE HIGH SCHOOL,,LIMESTONE,100.0,Twelfth Grade
5146,,Public,CALHOUN HIGH SCHOOL,,LOWNDES,96.43,Ninth Grade
5147,,Public,CALHOUN HIGH SCHOOL,,LOWNDES,100.0,Tenth Grade
5148,,Public,CALHOUN HIGH SCHOOL,,LOWNDES,100.0,Eleventh Grade
5149,,Public,CALHOUN HIGH SCHOOL,,LOWNDES,100.0,Twelfth Grade
5150,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,90.32,Fourth Grade
5151,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,90.91,Kindergarten
5152,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,95.83,Second Grade
5153,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,96.0,Third Grade
5154,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,100.0,First Grade
5155,,Public,CENTRAL ELEMENTARY SCHOOL (HAYNEVIL,,LOWNDES,100.0,Fifth Grade
5156,,Public,CENTRAL HIGH SCHOOL (HAYNEVILLE),,LOWNDES,97.44,Eleventh Grade
5157,,Public,CENTRAL HIGH SCHOOL (HAYNEVILLE),,LOWNDES,100.0,Ninth Grade
5158,,Public,CENTRAL HIGH SCHOOL (HAYNEVILLE),,LOWNDES,100.0,Tenth Grade
5159,,Public,CENTRAL HIGH SCHOOL (HAYNEVILLE),,LOWNDES,100.0,Twelfth Grade
5160,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,93.33,Fifth Grade
5161,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,93.94,Third Grade
5162,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,96.67,Kindergarten
5163,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,97.14,First Grade
5164,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,100.0,Second Grade
5165,,Public,FORT DEPOSIT ELEMENTARY SCHOOL,,LOWNDES,100.0,Fourth Grade
5166,,Public,HAYNEVILLE MIDDLE SCHOOL,,LOWNDES,95.83,Seventh Grade
5167,,Public,HAYNEVILLE MIDDLE SCHOOL,,LOWNDES,97.67,Sixth Grade
5168,,Public,HAYNEVILLE MIDDLE SCHOOL,,LOWNDES,97.96,Eighth Grade
5169,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,88.89,Second Grade
5170,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,91.67,Kindergarten
5171,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,100.0,First Grade
5172,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,100.0,Third Grade
5173,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,100.0,Fourth Grade
5174,,Public,JACKSON-STEELE ELEMENTARY SCHOOL,,LOWNDES,100.0,Fifth Grade
5175,,Private,LOWNDES ACADEMY,,LOWNDES,83.33,First Grade
5176,,Private,LOWNDES ACADEMY,,LOWNDES,84.0,Kindergarten
5177,,Private,LOWNDES ACADEMY,,LOWNDES,88.24,Third Grade
5178,,Private,LOWNDES ACADEMY,,LOWNDES,88.89,Second Grade
5179,,Private,LOWNDES ACADEMY,,LOWNDES,94.12,Fifth Grade
5180,,Private,LOWNDES ACADEMY,,LOWNDES,95.65,Twelfth Grade
5181,,Private,LOWNDES ACADEMY,,LOWNDES,96.97,Tenth Grade
5182,,Private,LOWNDES ACADEMY,,LOWNDES,97.06,Fourth Grade
5183,,Private,LOWNDES ACADEMY,,LOWNDES,100.0,Sixth Grade
5184,,Private,LOWNDES ACADEMY,,LOWNDES,100.0,Seventh Grade
5185,,Private,LOWNDES ACADEMY,,LOWNDES,100.0,Eighth Grade
5186,,Private,LOWNDES ACADEMY,,LOWNDES,100.0,Ninth Grade
5187,,Private,LOWNDES ACADEMY,,LOWNDES,100.0,Eleventh Grade
5188,,Public,LOWNDES COUNTY MIDDLE SCHOOL,,LOWNDES,94.44,Sixth Grade
5189,,Public,LOWNDES COUNTY MIDDLE SCHOOL,,LOWNDES,100.0,Seventh Grade
5190,,Public,LOWNDES COUNTY MIDDLE SCHOOL,,LOWNDES,100.0,Eighth Grade
5191,,Public,BOOKER T WASHINGTON HIGH ,,MACON,96.72,Twelfth Grade
5192,,Public,BOOKER T WASHINGTON HIGH ,,MACON,96.99,Eleventh Grade
5193,,Public,BOOKER T WASHINGTON HIGH ,,MACON,98.98,Tenth Grade
5194,,Public,BOOKER T WASHINGTON HIGH ,,MACON,100.0,Ninth Grade
5195,,Public,DC WOLFE SCHOOL,,MACON,95.45,Second Grade
5196,,Public,DC WOLFE SCHOOL,,MACON,95.45,Sixth Grade
5197,,Public,DC WOLFE SCHOOL,,MACON,100.0,Kindergarten
5198,,Public,DC WOLFE SCHOOL,,MACON,100.0,First Grade
5199,,Public,DC WOLFE SCHOOL,,MACON,100.0,Third Grade
5200,,Public,DC WOLFE SCHOOL,,MACON,100.0,Fourth Grade
5201,,Public,DC WOLFE SCHOOL,,MACON,100.0,Fifth Grade
5202,,Public,GEORGE WASHINGTON CARVER ELEMENTARY,,MACON,93.2,Kindergarten
5203,,Public,GEORGE WASHINGTON CARVER ELEMENTARY,,MACON,97.65,Third Grade
5204,,Public,GEORGE WASHINGTON CARVER ELEMENTARY,,MACON,98.88,First Grade
5205,,Public,GEORGE WASHINGTON CARVER ELEMENTARY,,MACON,100.0,Second Grade
5206,,Public,NOTASULGA HIGH SCHOOL,,MACON,95.65,Kindergarten
5207,,Public,NOTASULGA HIGH SCHOOL,,MACON,95.83,Sixth Grade
5208,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,First Grade
5209,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Second Grade
5210,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Third Grade
5211,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Fourth Grade
5212,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Fifth Grade
5213,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Seventh Grade
5214,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Eighth Grade
5215,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Ninth Grade
5216,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Tenth Grade
5217,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Eleventh Grade
5218,,Public,NOTASULGA HIGH SCHOOL,,MACON,100.0,Twelfth Grade
5219,,Public,TUSKEGEE INSTITUTE MIDDLE SCHOOL,,MACON,94.44,Eighth Grade
5220,,Public,TUSKEGEE PUBLIC ELEMENTARY,,MACON,98.08,Fourth Grade
5221,,Public,TUSKEGEE PUBLIC ELEMENTARY,,MACON,98.75,Fifth Grade
5222,,Public,TUSKEGEE PUBLIC ELEMENTARY,,MACON,98.77,Sixth Grade
5223,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,93.06,Fifth Grade
5224,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,97.92,Kindergarten
5225,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,98.57,Fourth Grade
5226,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,100.0,First Grade
5227,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,100.0,Second Grade
5228,,Public,ACADEMY FOR ACADEMICS AND ARTS ELE,,MADISON,100.0,Third Grade
5229,,Public,ACADEMY FOR ACADEMICS AND ARTS MID,,MADISON,98.82,Eighth Grade
5230,,Public,ACADEMY FOR ACADEMICS AND ARTS MID,,MADISON,98.84,Sixth Grade
5231,,Public,ACADEMY FOR ACADEMICS AND ARTS MID,,MADISON,98.94,Seventh Grade
5232,,Public,ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING,,MADISON,94.85,Eleventh Grade
5233,,Public,ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING,,MADISON,97.17,Tenth Grade
5234,,Public,ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING,,MADISON,98.73,Ninth Grade
5235,,Public,ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING,,MADISON,98.82,Twelfth Grade
5236,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,85.71,Twelfth Grade
5237,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,88.89,Tenth Grade
5238,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,90.91,Ninth Grade
5239,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Kindergarten
5240,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,First Grade
5241,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Second Grade
5242,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Third Grade
5243,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Fourth Grade
5244,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Fifth Grade
5245,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Sixth Grade
5246,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Seventh Grade
5247,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Eighth Grade
5248,,Public,ARTEMIS VIRTUAL ACADEMY,,MADISON,100.0,Eleventh Grade
5249,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,93.33,Third Grade
5250,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,97.14,Kindergarten
5251,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,97.44,First Grade
5252,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,97.56,Second Grade
5253,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,98.28,Fourth Grade
5254,,Public,ASFL ELEMENTARY SCHOOL ACADEMY,,MADISON,98.28,Fifth Grade
5255,,Public,ASFL MIDDLE SCHOOL ACADEMY,,MADISON,96.0,Eighth Grade
5256,,Public,ASFL MIDDLE SCHOOL ACADEMY,,MADISON,100.0,Sixth Grade
5257,,Public,ASFL MIDDLE SCHOOL ACADEMY,,MADISON,100.0,Seventh Grade
5258,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,92.96,Fourth Grade
5259,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,96.39,Second Grade
5260,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,97.62,Third Grade
5261,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,97.8,Kindergarten
5262,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,98.68,First Grade
5263,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,100.0,Fifth Grade
5264,,Public,BLOSSOMWOOD ELEMENTARY SCHOOL,,MADISON,100.0,Sixth Grade
5265,,Public,BOB JONES HIGH SCHOOL,,MADISON,97.13,Eleventh Grade
5266,,Public,BOB JONES HIGH SCHOOL,,MADISON,97.29,Tenth Grade
5267,,Public,BOB JONES HIGH SCHOOL,,MADISON,98.45,Ninth Grade
5268,,Public,BUCKHORN HIGH SCHOOL,,MADISON,98.9,Ninth Grade
5269,,Public,BUCKHORN HIGH SCHOOL,,MADISON,99.33,Eleventh Grade
5270,,Public,BUCKHORN HIGH SCHOOL,,MADISON,99.41,Tenth Grade
5271,,Public,BUCKHORN HIGH SCHOOL,,MADISON,99.64,Twelfth Grade
5272,,Public,BUCKHORN MIDDLE SCHOOL,,MADISON,98.55,Seventh Grade
5273,,Public,BUCKHORN MIDDLE SCHOOL,,MADISON,99.46,Eighth Grade
5274,,Public,CENTRAL SCHOOL,,MADISON,94.92,Third Grade
5275,,Public,CENTRAL SCHOOL,,MADISON,95.24,Kindergarten
5276,,Public,CENTRAL SCHOOL,,MADISON,97.01,Eighth Grade
5277,,Public,CENTRAL SCHOOL,,MADISON,97.22,Sixth Grade
5278,,Public,CENTRAL SCHOOL,,MADISON,97.92,First Grade
5279,,Public,CENTRAL SCHOOL,,MADISON,98.31,Fourth Grade
5280,,Public,CENTRAL SCHOOL,,MADISON,98.61,Fifth Grade
5281,,Public,CENTRAL SCHOOL,,MADISON,100.0,Second Grade
5282,,Public,CENTRAL SCHOOL,,MADISON,100.0,Seventh Grade
5283,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,91.18,Second Grade
5284,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,92.31,First Grade
5285,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,92.86,Kindergarten
5286,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,93.67,Third Grade
5287,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,95.71,Fourth Grade
5288,,Public,CHALLENGER ELEMENTARY SCHOOL,,MADISON,95.95,Fifth Grade
5289,,Public,CHALLENGER MIDDLE SCHOOL,,MADISON,97.2,Seventh Grade
5290,,Public,CHALLENGER MIDDLE SCHOOL,,MADISON,98.51,Sixth Grade
5291,,Public,CHALLENGER MIDDLE SCHOOL,,MADISON,98.61,Eighth Grade
5292,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,84.62,Fifth Grade
5293,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,88.89,Kindergarten
5294,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,92.86,Third Grade
5295,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,93.1,First Grade
5296,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,94.44,Fourth Grade
5297,,Public,CHAPMAN ELEMENTARY SCHOOL,,MADISON,95.24,Second Grade
5298,,Public,CHAPMAN MIDDLE SCHOOL,,MADISON,94.79,Seventh Grade
5299,,Public,CHAPMAN MIDDLE SCHOOL,,MADISON,95.7,Sixth Grade
5300,,Public,CHAPMAN MIDDLE SCHOOL,,MADISON,97.65,Eighth Grade
5301,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,99.17,Third Grade
5302,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,99.18,Fourth Grade
5303,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,100.0,Kindergarten
5304,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,100.0,First Grade
5305,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,100.0,Second Grade
5306,,Public,COLUMBIA ELEMENTARY SCHOOL,,MADISON,100.0,Fifth Grade
5307,,Public,COLUMBIA HIGH SCHOOL,,MADISON,95.76,Tenth Grade
5308,,Public,COLUMBIA HIGH SCHOOL,,MADISON,96.57,Eleventh Grade
5309,,Public,COLUMBIA HIGH SCHOOL,,MADISON,96.89,Ninth Grade
5310,,Public,COLUMBIA HIGH SCHOOL,,MADISON,98.77,Twelfth Grade
5311,,Public,DISCOVERY MIDDLE SCHOOL,,MADISON,98.13,Seventh Grade
5312,,Public,DISCOVERY MIDDLE SCHOOL,,MADISON,98.56,Sixth Grade
5313,,Public,DISCOVERY MIDDLE SCHOOL,,MADISON,99.11,Eighth Grade
5314,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,93.86,Second Grade
5315,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,94.35,Kindergarten
5316,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,94.35,Fifth Grade
5317,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,95.42,Third Grade
5318,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,95.58,First Grade
5319,,Public,ENDEAVOR ELEMENTARY SCHOOL,,MADISON,96.61,Fourth Grade
5320,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,97.37,Fifth Grade
5321,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,98.0,Second Grade
5322,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,98.28,First Grade
5323,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,100.0,Kindergarten
5324,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,100.0,Third Grade
5325,,Public,FARLEY ELEMENTARY SCHOOL,,MADISON,100.0,Fourth Grade
5326,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,93.79,Second Grade
5327,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,95.93,Kindergarten
5328,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,96.95,Third Grade
5329,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,97.45,First Grade
5330,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,98.69,Fourth Grade
5331,,Public,GOLDSMITH-SCHIFFMAN ELEMENTARY,,MADISON,99.2,Fifth Grade
5332,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,88.0,First Grade
5333,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,93.33,Second Grade
5334,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,94.12,Fourth Grade
5335,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,95.65,Kindergarten
5336,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,96.43,Third Grade
5337,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,100.0,Fifth Grade
5338,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,100.0,Sixth Grade
5339,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,100.0,Seventh Grade
