Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Gretchko Elementary School,5300 Greer Rd,Oakland,92.06,Kindergarten
,Public,Scotch Elementary School,5959 Commerce Rd,Oakland,88.24,Kindergarten
,Public,Sheiko Elementary School,4500 Walnut Lake Rd,Oakland,92.11,Kindergarten
,Private,Temple Israel Early Childhood Kindergarten,5725 Walnut Lake Rd,Oakland,100.00,Kindergarten
,Public,West Bloomfield Middle School,6000 Orchard Lake Rd,Oakland,98.02,7th
,Public,Lakewood Elementary School,1500 Bogie Lake Rd,Oakland,89.02,Kindergarten
,Public,Oxbow Elementary School,100 Oxbow Lake Rd,Oakland,92.75,Kindergarten
,Public,White Lake Middle School,1450 Bogie Lake Rd,Oakland,95.81,7th
,Public,Dublin Elementary,425 Farnsworth Rd,Oakland,91.67,Kindergarten
,Private,St. Patrick Catholic School,9040 Hutchins St,Oakland,92.45,7th
,Private,St. Patrick Catholic School,9040 Hutchins St,Oakland,92.31,Kindergarten
,Public,Houghton Elementary School,8080 Elizabeth Lake Rd,Oakland,90.91,Kindergarten
,Public,Loon Lake Elementary School,2151 Loon Lake Rd,Oakland,96.39,Kindergarten
,Public,Sarah G Banks Middle School,1760 Charms Rd,Oakland,98.05,7th
,Private,Wixom Christian School,620 N Wixom Rd,Oakland,80.00,Kindergarten
,Public,Wixom Elementary School,301 N Wixom Rd,Oakland,94.51,Kindergarten
,Public,Hart Middle School,308 Johnson St W,Oceana,96.15,7th
,Private,Oceana Christian School,3258 N 72nd Ave,Oceana,77.27,Kindergarten
,Public,Spitler Elementary School,302 Johnson St W,Oceana,95.95,Kindergarten
,Private,New Era Christian School,1901 Oak Ave,Oceana,100.00,7th
,Private,New Era Christian School,1901 Oak Ave,Oceana,93.75,Kindergarten
,Public,Pentwater Public School,600 Park St,Oceana,93.75,7th
,Public,Pentwater Public School,600 Park St,Oceana,90.91,Kindergarten
,Public,Shelby Elementary School,1285 S Oceana Dr,Oceana,96.36,Kindergarten
,Public,Shelby Middle School,525 N State St,Oceana,97.78,7th
,Public,Walkerville Public School,145 Lathrop St,Oceana,94.74,7th
,Public,Walkerville Public School,145 Lathrop St,Oceana,78.57,Kindergarten
,Public,Rose City School,PO Box 308,Ogemaw,89.47,Kindergarten
,Private,St. Joseph School,935 W Houghton Ave,Ogemaw,100.00,7th
,Private,St. Joseph School,935 W Houghton Ave,Ogemaw,92.31,Kindergarten
,Public,Surline Elementary School,147 State St,Ogemaw,90.57,Kindergarten
,Public,Surline Middle School,147 State St,Ogemaw,93.62,7th
,Public,Ewen-Trout Creek Consolidated School,14312 Airport Road,Ontonagon,86.67,7th
,Public,Ewen-Trout Creek Consolidated School,14312 Airport Road,Ontonagon,80.00,Kindergarten
,Public,Ontonagon Area School,701 Parker Ave,Ontonagon,94.12,7th
,Public,Ontonagon Area School,701 Parker Ave,Ontonagon,92.31,Kindergarten
,Private,Daystar Christian Academy,3976 80th Ave,Osceola,100.00,7th
,Public,Evart Elementary School,515 N Cedar St,Osceola,96.23,Kindergarten
,Public,Evart Middle School,321 N Hemlock St,Osceola,98.41,7th
,Public,Pine River Area Elementary School,408 W Gilbert St,Osceola,88.68,Kindergarten
,Public,Pine River Area Middle School,17445 Pine River Rd,Osceola,98.55,7th
,Public,Marion Elementary School,510 W Main St,Osceola,91.18,Kindergarten
,Public,Marion High School,2213 20 Mile Rd,Osceola,100.00,7th
,Public,GT Norman Elementary,338 W Lincoln Ave,Osceola,97.06,Kindergarten
,Public,Reed City Middle School,233 W Church Ave,Osceola,96.52,7th
,Private,Trinity Lutheran School,19778 US Highway 10,Osceola,87.50,7th
,Private,Trinity Lutheran School,19778 US Highway 10,Osceola,62.50,Kindergarten
,Public,Fairview Elementary School,1879 E Miller Rd,Oscoda,69.23,Kindergarten
,Public,Fairview School,1879 E Miller Rd,Oscoda,95.24,7th
,Public,Fairview School,1879 E Miller Rd,Oscoda,69.23,Kindergarten
,Public,Mio-AuSable Elementary School,1110 W 8th St,Oscoda,85.37,Kindergarten
,Public,Mio-AuSable High School,1110 W 8th St,Oscoda,97.14,7th
,Public,Gaylord Middle School,600 E 5th St,Otsego,97.29,7th
,Public,North Ohio Elementary School,912 N Ohio Ave,Otsego,89.47,Kindergarten
,Private,Otsego Christian School,1377 E M 32,Otsego,83.33,7th
,Private,Otsego Christian School,1377 E M 32,Otsego,92.86,Kindergarten
,Public,South Maple Elementary School,650 E 5th St,Otsego,88.10,Kindergarten
,Private,St. Mary Cathedral Elementary and  High School,321 N Otsego Ave,Otsego,88.89,Kindergarten
,Public,Johannesburg - Lewiston Elementary-Middle School,10854 M 32 E,Otsego,95.35,7th
,Public,Johannesburg - Lewiston Elementary-Middle School,10854 M 32 E,Otsego,90.48,Kindergarten
,Public,Lewiston Elementary School,PO Box 417,Otsego,91.30,Kindergarten
,Private,Allendale Christian School,11050 64th Ave,Ottawa,86.67,7th
,Private,Allendale Christian School,11050 64th Ave,Ottawa,90.00,Kindergarten
,Public,Allendale Early Childhood Center,10455 Timberline Dr,Ottawa,97.24,Kindergarten
,Public,Allendale Middle School,7161 Pleasant View Ct,Ottawa,97.55,7th
,Private,Divine Providence Academy - Conklin,18768 8th Ave,Ottawa,85.71,Kindergarten
,Public,Coopersville Middle School,198 East St,Ottawa,98.93,7th
,Public,Coopersville West Early Childhood Center,198 East St,Ottawa,91.61,Kindergarten
,Private,Lamont Christian School,5260 Leonard St,Ottawa,71.43,7th
,Private,Lamont Christian School,5260 Leonard St,Ottawa,90.91,Kindergarten
,Public,Ferry School,1050 Pennoyer Ave,Ottawa,97.78,Kindergarten
,Private,Grand Haven Christian School,1102 Grant Ave,Ottawa,100.00,7th
,Private,Grand Haven Christian School,1102 Grant Ave,Ottawa,88.00,Kindergarten
,Public,Griffin Elementary School,1700 S Griffin St,Ottawa,100.00,Kindergarten
,Public,Lakeshore Middle School,900 Cutler St,Ottawa,97.48,7th
,Public,Mary A White Elementary School,1400 Wisconsin St,Ottawa,92.50,Kindergarten
,Public,Peach Plains Elementary,15849 Comstock St,Ottawa,95.83,Kindergarten
,Public,Robinson Elementary School,11801 120th Ave,Ottawa,98.46,Kindergarten
,Public,Rosy Mound Elementary School,14016 Lakeshore Dr,Ottawa,94.87,Kindergarten
,Public,Black River Public School,491 Columbia Ave,Ottawa,98.80,7th
,Public,Black River Public School,491 Columbia Ave,Ottawa,98.51,Kindergarten
,Public,Eagle Crest Charter Academy,11950 Riley St,Ottawa,100.00,7th
,Public,Eagle Crest Charter Academy,11950 Riley St,Ottawa,97.44,Kindergarten
,Private,Calvary Schools of Holland,6047 147th Ave,Ottawa,93.75,7th
,Private,Calvary Schools of Holland,518 Plasman Ave,Ottawa,72.22,Kindergarten
,Private,Holland Christian Middle School,850 Ottawa Ave,Ottawa,94.57,7th
,Public,Holland Heights,856 E 12th St,Ottawa,94.03,Kindergarten
,Public,Holland Language Academy at Van Raalte,461 Van Raalte Ave,Ottawa,96.00,Kindergarten
,Public,Holland Middle School,373 E 24th St,Ottawa,100.00,7th
,Public,Jefferson Elementary School,282 W 30th St,Ottawa,100.00,Kindergarten
,Private,Pine Ridge Christian School,623 W 40th St,Ottawa,96.43,Kindergarten
,Private,South Side Christian School,913 Pine Ave,Ottawa,85.96,Kindergarten
,Public,West,500 W 24th St,Ottawa,100.00,Kindergarten
,Public,Vanderbilt Charter Academy,301 W 16th St,Ottawa,100.00,7th
,Public,Vanderbilt Charter Academy,301 W 16th St,Ottawa,96.97,Kindergarten
,Private,Corpus Christi Catholic School,12100 Quincy St,Ottawa,100.00,7th
,Private,Corpus Christi Catholic School,12100 Quincy St,Ottawa,100.00,Kindergarten
,Public,Great Lakes Elementary School,3200 152nd Ave,Ottawa,96.83,Kindergarten
,Public,Harbor Lights Middle School,1024 136th Ave,Ottawa,97.97,7th
,Public,Lakeshore Elementary School,3765 N 168th Ave,Ottawa,98.70,Kindergarten
,Public,Lakewood Elementary School,2134 W Lakewood Blvd,Ottawa,96.77,Kindergarten
,Public,Macatawa Bay School,3700 140th Ave,Ottawa,97.47,7th
,Public,North Holland Elementary School,11946 New Holland St,Ottawa,96.15,Kindergarten
,Public,Pine Creek Elementary School,1184 136th Ave,Ottawa,98.46,Kindergarten
,Private,Rose Park Christian School,556 Butternut Dr,Ottawa,96.83,Kindergarten
,Private,South Olive Christian School,6230 120th Ave,Ottawa,58.33,Kindergarten
,Public,Waukazoo Elementary,1294 W Lakewood Blvd,Ottawa,95.65,Kindergarten
,Public,West Ottawa Virtual Academy,215 Beech St,Ottawa,100.00,7th
,Public,Woodside Elementary School,2591 N Division Ave,Ottawa,100.00,Kindergarten
,Public,Alward Elementary School,3811 Port Sheldon St,Ottawa,94.94,Kindergarten
,Public,Baldwin Street Middle School,3835 Baldwin St,Ottawa,98.75,7th
,Public,Bauer Elementary,8136 48th Ave,Ottawa,90.74,Kindergarten
,Public,Forest Grove Elementary,1645 32nd Ave,Ottawa,90.00,Kindergarten
,Public,Georgetown Elementary School,3909 Baldwin St,Ottawa,96.81,Kindergarten
,Private,Heritage Christian School,6340 Autumn Dr,Ottawa,96.43,7th
,Private,Heritage Christian School,6340 Autumn Dr,Ottawa,83.33,Kindergarten
,Private,Hudsonville Christian Middle School,3925 Van Buren St,Ottawa,93.41,7th
,Private,Hudsonville Christian School,3435 Oak St,Ottawa,89.78,Kindergarten
,Public,Jamestown Lower Elementary School,2522 Greenly St,Ottawa,94.85,Kindergarten
,Public,Park Elementary School,5525 Park Ave,Ottawa,95.65,Kindergarten
,Public,Riley Street Middle School,2745 Riley St,Ottawa,99.12,7th
,Public,South Elementary School,4900 40th Ave,Ottawa,100.00,Kindergarten
,Public,El Puente Spanish Immersion,2950 Baldwin St,Ottawa,94.55,Kindergarten
,Public,Jenison Public Schools Early Childhood Center,2950 Baldwin St,Ottawa,90.76,Kindergarten
,Private,Wilderness Academy,2950 Baldwin St,Ottawa,96.15,Kindergarten
,Private,Libertas Christian School,5181 64th Ave,Ottawa,100.00,7th
,Private,Libertas Christian School,5181 64th Ave,Ottawa,75.00,Kindergarten
,Public,Bauerwood School,1443 Bauer Rd,Ottawa,97.87,Kindergarten
,Public,Bursley School,1195 Port Sheldon St,Ottawa,93.33,Kindergarten
,Private,Jenison Christian School,7726 Graceland Dr,Ottawa,100.00,7th
,Private,Jenison Christian School,7726 Graceland Dr,Ottawa,84.75,Kindergarten
,Public,Jenison Innovation Academy,7506 Church Ct,Ottawa,100.00,7th
,Public,Jenison Junior High School,8295 20th Ave,Ottawa,98.95,7th
,Public,JIA Elementary School,800 Connie St,Ottawa,66.67,Kindergarten
,Public,Pinewood School,2405 Chippewa St,Ottawa,100.00,Kindergarten
,Public,Rosewood School,2370 Tyler St,Ottawa,96.67,Kindergarten
,Public,Sandy Hill School,1990 Baldwin St,Ottawa,100.00,Kindergarten
,Public,Lake Hills Elementary,18181 Dogwood Dr,Ottawa,100.00,Kindergarten
,Public,Holmes Elementary School,426 River St,Ottawa,95.38,Kindergarten
,Public,Jeffers Elementary School,16031 144th Ave,Ottawa,98.28,Kindergarten
,Public,Spring Lake Middle School,345 Hammond St,Ottawa,96.63,7th
,Private,St. Marys School,430 E Savidge St,Ottawa,85.71,7th
,Private,St. Marys School,430 E Savidge St,Ottawa,93.33,Kindergarten
,Public,Walden Green Montessori,17339 Roosevelt Rd,Ottawa,76.47,7th
,Public,Walden Green Montessori,17339 Roosevelt Rd,Ottawa,72.41,Kindergarten
,Public,West MI Academy of Arts and Academics,17350 Hazel St,Ottawa,100.00,7th
,Public,West MI Academy of Arts and Academics,17350 Hazel St,Ottawa,90.91,Kindergarten
,Public,Sheldon Woods Elementary,15050 Blair St,Ottawa,100.00,Kindergarten
,Public,ICademy,8485 Homestead Dr,Ottawa,97.06,7th
,Public,ICademy,8485 Homestead Dr,Ottawa,100.00,Kindergarten
,Public,Innocademy,8485 Homestead Dr,Ottawa,83.33,7th
,Public,Innocademy,8485 Homestead Dr,Ottawa,85.37,Kindergarten
,Public,Adams Elementary School,7447 Adams St,Ottawa,97.96,Kindergarten
,Private,Borculo Christian School,6830 96th Ave,Ottawa,100.00,7th
,Private,Borculo Christian School,6830 96th Ave,Ottawa,92.86,Kindergarten
,Public,Cityside Middle School,320 E Main Ave,Ottawa,97.06,7th
,Public,Creekside Middle School,179 W Roosevelt Ave,Ottawa,99.45,7th
,Public,Lincoln Elementary School,60 E Lincoln Ave,Ottawa,97.87,Kindergarten
,Public,New Groningen School,10542 Chicago Dr,Ottawa,94.67,Kindergarten
,Public,Quincy Elementary School,10155 Quincy St,Ottawa,98.44,Kindergarten
,Public,Roosevelt Elementary School,175 W Roosevelt Ave,Ottawa,97.87,Kindergarten
,Public,Woodbridge Elementary School,9110 Woodbridge St,Ottawa,96.67,Kindergarten
,Private,Zeeland Christian School,334 W Central Ave,Ottawa,96.25,7th
,Private,Zeeland Christian School,334 W Central Ave,Ottawa,93.69,Kindergarten
,Public,Zeeland Quest,175 W Roosevelt Ave,Ottawa,87.50,Kindergarten
,Public,Onaway Elementary School,4549 M 33,Presque Isle,87.50,Kindergarten
,Public,Posen Consolidated  School,9733 M 65,Presque Isle,100.00,7th
,Public,Posen Consolidated  School,9733 M 65,Presque Isle,100.00,Kindergarten
,Public,Rogers City Elementary School,532 W Erie St,Presque Isle,100.00,Kindergarten
,Public,Rogers City High School,1033 W Huron Ave,Presque Isle,93.94,7th
,Private,St Ignatius Catholic School,545 S 3rd St,Presque Isle,87.50,7th
,Private,St Ignatius Catholic School,545 S 3rd St,Presque Isle,81.82,Kindergarten
,Private,St John Lutheran School,145 N 5th St,Presque Isle,100.00,Kindergarten
,Public,Collins Elementary School,4451 W Houghton Lake Dr,Roscommon,90.48,Kindergarten
,Public,Houghton Lake Junior Senior High School,4433 W Houghton Lake Dr,Roscommon,97.65,7th
,Private,Our Lady of the Lake School,1037 W Houghton Lake Dr,Roscommon,71.43,Kindergarten
,Public,Roscommon Elementary School,175 W Sunset Dr,Roscommon,93.02,Kindergarten
,Public,Roscommon Middle School,299-H W Sunset Dr,Roscommon,97.22,7th
,Private,Sundrop Montessori School,149 W Robinson Lake Rd,Roscommon,80.00,Kindergarten
,Public,Charlton Heston Academy,1350 N Saint Helen Rd,Roscommon,96.36,7th
,Public,Charlton Heston Academy,1350 N Saint Helen Rd,Roscommon,94.64,Kindergarten
,Public,Marshall Greene Middle School,8225 Main St,Saginaw,98.73,7th
,Public,North Elementary School,12440 Church St,Saginaw,92.31,Kindergarten
,Public,Carrollton Elementary School,3211 Carla Dr,Saginaw,97.44,Kindergarten
,Public,Carrollton Middle School,3211 Carla Drive,Saginaw,99.08,7th
,Public,Big Rock Elementary School,920 E Broad St,Saginaw,97.87,Kindergarten
,Public,Chesaning Middle School,431 N 4th St,Saginaw,97.78,7th
,Public,E F Rittmueller Middle School,965 E Genesee St,Saginaw,97.65,7th
,Public,Lorenz C. List School,525 E Genesee St,Saginaw,94.90,Kindergarten
,Private,St. Lorenz Lutheran School,140 Churchgrove Rd,Saginaw,100.00,7th
,Private,St. Lorenz Lutheran School,140 Churchgrove Rd,Saginaw,92.73,Kindergarten
,Public,Freeland Learning Center,307 S 3rd St,Saginaw,95.78,Kindergarten
,Public,Freeland Middle School,8250 Webster Rd,Saginaw,98.86,7th
,Public,Hemlock Elementary School,200 Wilson St,Saginaw,97.62,Kindergarten
,Public,Hemlock Middle School,535 N Maple St,Saginaw,98.90,7th
,Private,St Peter Lutheran School,2440 N Raucholz Rd,Saginaw,100.00,7th
,Private,St Peter Lutheran School,2440 N Raucholz Rd,Saginaw,92.86,Kindergarten
,Public,Merrill Elementary School,325 W Alice St,Saginaw,93.75,Kindergarten
,Public,Merrill Middle School,755 W Alice St,Saginaw,100.00,7th
,Public,Bridgeport-Spaulding Middle School,3675 Southfield Dr,Saginaw,100.00,7th
,Public,Thomas White School,3650 Southfield Dr,Saginaw,98.77,Kindergarten
,Private,Bethlehem Lutheran School,2777 Hermansau Rd,Saginaw,100.00,7th
,Private,Bethlehem Lutheran School,2777 Hermansau Rd,Saginaw,93.75,Kindergarten
,Public,Francis Reh Public School Acad,2201 Owen St,Saginaw,98.33,7th
,Public,Francis Reh Public School Acad,2201 Owen St,Saginaw,94.44,Kindergarten
,Private,Immanuel Lutheran School,8220 E Holland Rd,Saginaw,75.00,Kindergarten
,Public,International Academy of Saginaw,1944 Iowa Ave,Saginaw,100.00,Kindergarten
,Public,North Saginaw Charter Academy,2332 Trautner Dr,Saginaw,97.33,7th
,Public,North Saginaw Charter Academy,2332 Trautner Dr,Saginaw,95.70,Kindergarten
,Public,Arthur Eddy Academy,1000 Cathay St,Saginaw,95.00,Kindergarten
,Public,Chester F Miller  School,2020 Brockway St,Saginaw,93.33,Kindergarten
,Public,Handley School,1300 Passolt St,Saginaw,96.43,Kindergarten
,Public,Herig Elementary School,1905 Houghton Ave,Saginaw,100.00,Kindergarten
,Private,Holy Cross Lutheran School,610 Court St,Saginaw,100.00,7th
,Private,Holy Cross Lutheran School,610 Court St,Saginaw,100.00,Kindergarten
,Public,Jessie Rouse Elementary School,435 Randolph St,Saginaw,100.00,Kindergarten
,Public,Kempton Elementary School,3040 Davenport Ave,Saginaw,100.00,Kindergarten
,Public,Loomis Math Science and Technology Academy,2000 Limerick St,Saginaw,100.00,Kindergarten
,Public,Merrill Park Elementary School,1800 Grout St,Saginaw,100.00,Kindergarten
,Public,Saginaw Arts and Sciences Academy,3115 Mackinaw St,Saginaw,100.00,7th
,Private,St Paul Lutheran School,2745 W Genesee Ave,Saginaw,100.00,7th
,Public,Stone Elementary School,1006 State St,Saginaw,100.00,Kindergarten
,Public,The Success Academy,1000 Tuscola St,Saginaw,100.00,7th
,Public,Thompson Middle School,3021 Court St,Saginaw,99.40,7th
,Public,Zilwaukee School,500 Johnson Street,Saginaw,100.00,Kindergarten
,Public,M G Millet Learning Center,3660 Southfield Dr,Saginaw,92.86,7th
,Public,Saginaw Preparatory Academy,5173 Lodge St,Saginaw,100.00,7th
,Public,Saginaw Preparatory Academy,5173 Lodge St,Saginaw,95.45,Kindergarten
,Private,Good Shepherd Lutheran KD,5335 Brockway Rd,Saginaw,88.24,Kindergarten
,Private,Grace Christian School,4619 Mackinaw Rd,Saginaw,100.00,Kindergarten
,Public,Hemmeter Elementary School,1890 Hemmeter Rd,Saginaw,91.30,Kindergarten
,Private,Nouvel Catholic Central Elementary,2136 Berberovich Dr,Saginaw,94.12,Kindergarten
,Private,Nouvel Catholic Central High School and Junior High,2555 Wieneke Rd,Saginaw,100.00,7th
,Private,Peace Lutheran School,3161 Lawndale Rd,Saginaw,100.00,7th
,Private,Peace Lutheran School,3161 Lawndale Rd,Saginaw,96.67,Kindergarten
,Public,Sherwood Elementary School,3870 Shattuck Rd,Saginaw,98.75,Kindergarten
,Public,Westdale Elementary School,705 S Center Rd,Saginaw,95.54,Kindergarten
,Public,White Pine Middle School,505 N Center Rd,Saginaw,98.56,7th
,Private,Community Baptist Christian,8331 Gratiot Rd,Saginaw,80.00,7th
,Private,Community Baptist Christian,8331 Gratiot Rd,Saginaw,40.00,Kindergarten
,Public,Shields Elementary School,6900 Stroebel Rd,Saginaw,97.11,Kindergarten
,Public,Swan Valley Middle School,453 Van Wormer Rd,Saginaw,99.28,7th
,Public,St Charles Community Middle High School,881 W Walnut St,Saginaw,100.00,7th
,Public,St Charles Elementary School,801 W Walnut St,Saginaw,97.83,Kindergarten
,Public,Brown City Elementary School,4290 2nd St,Sanilac,91.80,Kindergarten
,Public,Brown City High School,4400 2nd St,Sanilac,91.84,7th
,Public,Carsonville-Port Sanilac Elementary School,4115 E Chandler St,Sanilac,89.29,Kindergarten
,Public,Carsonville-Port Sanilac High School,100 N Goetze Rd,Sanilac,85.71,7th
,Public,Croswell-Lexington Middle School,5485 Peck Rd,Sanilac,96.12,7th
,Public,Frostick School,57 S Howard Ave,Sanilac,90.16,Kindergarten
,Public,Deckerville Elementary School,2633 Black River St,Sanilac,85.29,Kindergarten
,Public,Deckerville High School,2633 Black River St,Sanilac,100.00,7th
,Public,Meyer Elementary School,7201 Lake St,Sanilac,90.16,Kindergarten
,Public,Marlette Elementary,6230 Euclid St,Sanilac,94.55,Kindergarten
,Public,Marlette Jr - Sr High School,3051 Moore St,Sanilac,98.04,7th
,Public,Peck Community Elem. School,222 E Lapeer St,Sanilac,96.67,Kindergarten
,Public,Peck Community High School,222 E Lapeer St,Sanilac,96.67,7th
,Public,Sandusky Elementary School,395 S Sandusky Rd,Sanilac,96.55,Kindergarten
,Public,Sandusky Jr High School,191 E Pinetree Ln,Sanilac,100.00,7th
,Public,Emerald Elementary School,628 Oak St,Schoolcraft,100.00,Kindergarten
,Public,Manistique Middle & High School,100 N Cedar St,Schoolcraft,97.78,7th
,Private,St Francis de Sales School,210 Lake St,Schoolcraft,100.00,7th
,Private,St Francis de Sales School,210 Lake St,Schoolcraft,86.67,Kindergarten
,Public,Byron Area Elementary School,401 E Maple St,Shiawassee,83.33,Kindergarten
,Public,Byron Area Middle School,312 W Maple St,Shiawassee,96.36,7th
,Public,Corunna Middle School,400 N Comstock St,Shiawassee,95.10,7th
,Public,Elsa Meyer School,100 Hastings St,Shiawassee,93.22,Kindergarten
,Public,Bertha Neal Elementary School,930 W Main St,Shiawassee,90.79,Kindergarten
,Public,Durand Middle School,9550 E Lansing Rd,Shiawassee,96.15,7th
,Private,Laingsburg Christian School,901 E Grand River Rd,Shiawassee,71.43,Kindergarten
,Public,Laingsburg Early Childhood Education Center-K,320 E Grand River Rd,Shiawassee,94.90,Kindergarten
,Public,Laingsburg Middle School,112 High St,Shiawassee,96.77,7th
,Public,Morrice Area Elementary School,111 E Mason,Shiawassee,94.12,Kindergarten
,Public,Morrice Area High School,691 Purdy Ln,Shiawassee,100.00,7th
,Public,New Lothrop Elementary School,9387 Genesee St,Shiawassee,98.11,Kindergarten
,Public,New Lothrop High School,9285 Genesee St,Shiawassee,98.33,7th
,Public,Bryant School,925 Hampton St,Shiawassee,94.12,Kindergarten
,Public,Central Elementary School,600 W Oliver St,Shiawassee,98.59,Kindergarten
,Public,Emerson Elementary School,515 E Oliver St,Shiawassee,94.25,Kindergarten
,Private,Life in Christ Christian School,1833 W M 21,Shiawassee,100.00,7th
,Public,Owosso Middle School,765 E North St,Shiawassee,95.96,7th
,Private,Salem Lutheran School,520 W Stewart St,Shiawassee,100.00,7th
,Private,Spring Vale Academy,4150 S M 52,Shiawassee,71.43,Kindergarten
,Private,St Paul School,811 E Oliver St,Shiawassee,66.67,Kindergarten
,Public,Perry Elementary School,401 N Watkins,Shiawassee,95.89,Kindergarten
,Public,Perry High School,2555 W Britton Rd,Shiawassee,96.34,7th
,Public,Capac Elementary School,351 W Kempf Ct,St. Clair,88.52,Kindergarten
,Public,Pine River Elementary School,3575 King Rd,St. Clair,92.96,Kindergarten
,Public,Algonac Junior and High School,5200 Taft Rd,St. Clair,99.06,7th
,Public,Millside Elementary School,1904 Mill St,St. Clair,84.71,Kindergarten
,Public,John F. Farrell-Emmett Elementary School,3300 Kinney Rd,St. Clair,96.77,Kindergarten
,Public,Edison Elementary School,3559 Pollina Ave,St. Clair,94.00,Kindergarten
,Public,Fort Gratiot Middle School,3985 Keewahdin Rd,St. Clair,94.84,7th
,Public,Keewahdin Elementary School,4801 Lakeshore Rd,St. Clair,94.67,Kindergarten
,Public,Palms Elementary School,6101 Palms Rd,St. Clair,82.93,Kindergarten
,Public,Avoca Elementary School,8751 Willow St,St. Clair,89.19,Kindergarten
,Public,Landmark Academy,4800 Lapeer Rd,St. Clair,93.55,7th
,Public,Landmark Academy,4800 Lapeer Rd,St. Clair,86.67,Kindergarten
,Private,Blue Water Christian Academy,1620 Wadhams Rd,St. Clair,100.00,7th
,Public,Indian Woods Elementary School,4975 W Water St,St. Clair,92.50,Kindergarten
,Private,New Life Christian Academy,5517 Griswold Rd,St. Clair,75.00,Kindergarten
,Private,St. Edward on the Lake School,6995 Lakeshore Rd,St. Clair,92.86,Kindergarten
,Public,Belle River Elementary School,1601 Chartier Rd,St. Clair,93.88,Kindergarten
,Private,Holy Cross Catholic School,618 S Water St,St. Clair,82.35,7th
,Private,Holy Cross Catholic School,618 S Water St,St. Clair,88.24,Kindergarten
,Public,Marine City Middle School,6373 King Rd,St. Clair,89.92,7th
,Public,Gardens Elementary School,1076 6th St,St. Clair,94.67,Kindergarten
,Public,Marysville Middle School,400 Collard Dr,St. Clair,94.53,7th
,Public,Morton Elementary School,920 Lynwood St,St. Clair,90.20,Kindergarten
,Public,Washington Elementary School,905 16th St,St. Clair,89.53,Kindergarten
,Public,Memphis Elementary School,34165 Bordman Rd,St. Clair,79.69,Kindergarten
,Public,Memphis Junior/Senior High School,34130 Bordman Rd,St. Clair,91.07,7th
,Public,Capac Junior-Senior High School,541 N Glassford St,St. Clair,97.96,7th
,Public,East Shore Leadership Academy,1403 7th St,St. Clair,100.00,7th
,Public,East Shore Leadership Academy,1403 7th St,St. Clair,100.00,Kindergarten
,Public,Central Middle School,200 32nd St,St. Clair,96.94,7th
,Public,Cleveland Elementary,2801 Vanness St,St. Clair,92.45,Kindergarten
,Public,Garfield Elementary School,1221 Garfield St,St. Clair,92.75,Kindergarten
,Public,H D Crull Elementary School,2615 Hancock St,St. Clair,96.20,Kindergarten
,Public,Holland Woods Middle School,1617 Holland Ave,St. Clair,98.44,7th
,Public,Michigamme Elementary School,2855 Michigan Rd,St. Clair,91.67,Kindergarten
,Public,Roosevelt Elementary School,1112 20th St,St. Clair,94.59,Kindergarten
,Private,St Mary - McCormick Catholic Academy,1429 Ballentine St,St. Clair,100.00,7th
,Private,St Mary - McCormick Catholic Academy,1429 Ballentine St,St. Clair,82.35,Kindergarten
,Public,Woodrow Wilson Elementary,834 Chestnut St,St. Clair,93.62,Kindergarten
,Public,Gearing Elementary School,200 N Carney Dr,St. Clair,86.15,Kindergarten
,Public,Saint Clair Middle School,4335 Yankee Rd,St. Clair,94.89,7th
,Public,Yale Elementary School,200 School Dr,St. Clair,86.96,Kindergarten
,Public,Yale Junior High School,198 School Dr,St. Clair,94.74,7th
,Public,Burr Oak Elementary School,326 E Eagle St,St. Joseph,63.64,Kindergarten
,Public,Burr Oak High School,326 E Eagle St,St. Joseph,100.00,7th
,Public,Burr Oak Virtual Academy,326 E Eagle St,St. Joseph,87.50,7th
,Public,Burr Oak Virtual Academy,326 E Eagle St,St. Joseph,83.33,Kindergarten
,Public,Centreville Elementary School,190 Hogan St,St. Joseph,91.80,Kindergarten
,Public,Centreville Jr Sr High School,190 Hogan St,St. Joseph,98.53,7th
,Public,Colon Elementary School,328 E State St,St. Joseph,93.75,Kindergarten
,Public,Colon High School,400 Dallas St,St. Joseph,93.94,7th
,Public,Constantine Middle School,260 W 6th St,St. Joseph,95.96,7th
,Public,Eastside Elementary School,935 White Pigeon Rd,St. Joseph,96.88,Kindergarten
,Public,Leonidas School,30991 Church St,St. Joseph,16.67,Kindergarten
,Private,Howardsville Christian School,53441 Bent Rd,St. Joseph,100.00,7th
,Private,Howardsville Christian School,53441 Bent Rd,St. Joseph,100.00,Kindergarten
,Public,Mendon Elementary School,306 Lane St,St. Joseph,100.00,Kindergarten
,Public,Mendon High School,148 Kirby Rd,St. Joseph,100.00,7th
,Private,Lake Area Christian School,63590 Borgert Rd,St. Joseph,100.00,7th
,Public,Nottawa Community School,26438 M 86,St. Joseph,95.24,7th
,Public,Nottawa Community School,26438 M 86,St. Joseph,44.00,Kindergarten
,Public,Congress Elementary School,421 E Congress St,St. Joseph,98.15,Kindergarten
,Public,Sturgis Middle School,1400 E Lafayette St,St. Joseph,98.82,7th
,Private,Trinity Lutheran School,406 S Lakeview Ave,St. Joseph,75.00,7th
