School Type,Facility Address,County,Facility Number,School District or Name,MMR Vaccination Rate,Age Group
,,Scott,5250,Pleasant Valley High School,95.47,K-12
,,Shelby,2151,ExiraElk Horn-Kimballton High School,90.43,K-12
,,Shelby,3168,Irwin Elementary School,94.97,K-12
,,Shelby,2826,Harlan Comm. Primary,94.51,K-12
,,Shelby,2826,Harlan Comm Intermediate School,96.3,K-12
,,Shelby,2826,Harlan Community Middle School,89.8,K-12
,,Shelby,2826,Harlan Community High School,86.93,K-12
,,Sioux,747,Hull Protestant Reformed Christian School K-8th,91.73,K-12
,,Sioux,6990,West Sioux Middle School,92.86,K-12
,,Sioux,747,Hull Christian School K-8,89.67,K-12
,,Sioux,5607,Rock Valley Middle School,94.33,K-12
,,Sioux,5607,Rock Valley Christian School,91.46,K-12
,,Sioux,6990,Hawarden Elementary School,96.65,K-12
,,Sioux,6990,West Sioux High School,85.14,K-12
,,Sioux,747,Boyden-Hull Elementary School,96.6,K-12
,,Sioux,747,Boyden-Hull High School,94.91,K-12
,,Sioux,5607,Rock Valley High School,96.76,K-12
,,Sioux,747,Western Christian High School,92.52,K-12
,,Sioux,4149,Orange City Christian School K-8,94.29,K-12
,,Sioux,4149,MOC-Floyd Valley Middle School,96.02,K-12
,,Sioux,4149,Unity Christian High School 9-12,88.99,K-12
,,Sioux,5607,Rock Valley Elementary School,94.18,K-12
,,Sioux,6030,Kinsey Elementary School,95.97,K-12
,,Sioux,5607,Netherlands Reformed Christian School K-12,59.24,K-12
,,Sioux,4149,MOC-Floyd Valley High School,92.39,K-12
,,Sioux,6030,Sioux Center High School,93.5,K-12
,,Sioux,6030,Sioux Center Christian School,89.13,K-12
,,Sioux,6030,Sioux Center Middle School,97.14,K-12
,,Sioux,4149,MOC Floyd Valley Elementary School,94.19,K-12
,,Story,225,St Cecilia School,78.26,K-12
,,Story,1359,Colo-Nesco Elementary Learning Center,95.08,K-12
,,Story,1350,Collins-Maxwell Elementary School,90.24,K-12
,,Story,1350,Collins-Maxwell Middle/High School,84.76,K-12
,,Story,1359,Colo-NESCO  Jr./Sr. High School,92.48,K-12
,,Story,225,Kate Mitchell Elementary School,95.32,K-12
,,Story,5643,Roland-Story Middle School,96.66,K-12
,,Story,2466,Gilbert Elementary School,95.3,K-12
,,Story,5643,Roland-Story High School,96.8,K-12
,,Story,225,Meeker Elementary School,97.26,K-12
,,Story,2466,Gilbert Intermediate School,94.82,K-12
,,Story,225,Abbie Sawyer Elementary School,94.26,K-12
,,Story,5643,Roland-Story Elementary School,95.71,K-12
,,Story,2466,Gilbert Middle School,93.8,K-12
,,Story,472,Ballard West Elementary,96.37,K-12
,,Story,472,Ballard Community Middle School,92.34,K-12
,,Story,472,Ballard East Elementary,97.44,K-12
,,Story,225,Edwards Elementary School,96.62,K-12
,,Story,225,Ames Comm School District,89.44,K-12
,,Story,4617,Nevada High School,87.4,K-12
,,Story,225,Fellows Elementary School,96.86,K-12
,,Story,4617,Nevada Central Elementary School,97.69,K-12
,,Story,2466,Gilbert High School,95.53,K-12
,,Story,472,Ballard Community Senior High School,96.04,K-12
,,Story,4617,Nevada Middle School,90.93,K-12
,,Story,225,Ames Middle School,96.95,K-12
,,Story,225,Ames High School,95.37,K-12
,,Tama,6098,Meskwaki Elementary School,98.25,K-12
,,Tama,6098,Meskwaki High School,99.38,K-12
,,Tama,6536,Union Middle School,98.95,K-12
,,Tama,6536,Dysart-Geneseo Elementary School,94.85,K-12
,,Tama,2682,GMG Secondary School,96.21,K-12
,,Tama,4785,North Tama High School,90.52,K-12
,,Tama,4785,North Tama Elementary,91.63,K-12
,,Tama,6098,South Tama County Middle School,98.61,K-12
,,Tama,6098,South Tama County High School,98.44,K-12
,,Tama,6098,South Tama County Elementary School,98.93,K-12
,,Taylor,3609,Lenox High School,90,K-12
,,Taylor,549,Bedford Elementary School,95.47,K-12
,,Taylor,549,Bedford High School,91.09,K-12
,,Taylor,3609,Lenox Elementary School,90,K-12
,,Union,1503,St Malachy School,97.96,K-12
,,Union,1970,East Union Elementary,100,K-12
,,Union,1970,East Union Middle-High School,99.16,K-12
,,Union,1503,Creston Middle School,98.04,K-12
,,Union,1503,Creston Elementary School,97.64,K-12
,,Union,1503,Creston High School,97.45,K-12
,,Van Buren,6592,Harmony Center,94.87,K-12
,,Van Buren,6592,Van Buren Community Elementary School,89.39,K-12
,,Van Buren,6592,Van Buren Community High School,78.72,K-12
,,Wapello,5049,Pickwick Early Childhood Center School,89.6,K-12
,,Wapello,5049,James Elementary School,95.71,K-12
,,Wapello,5049,Eisenhower Elementary School-Ottumwa,92.95,K-12
,,Wapello,657,Eddyville Elementary,95.1,K-12
,,Wapello,5049,Horace Mann Elementary School-Ottumwa,93.6,K-12
,,Wapello,5049,Gateway High School,88.37,K-12
,,Wapello,977,Cardinal High School,86.86,K-12
,,Wapello,977,Cardinal Junior High School,92.69,K-12
,,Wapello,5049,Wilson Elementary School-Ottumwa,95.31,K-12
,,Wapello,5049,Douma Elementary School,98.56,K-12
,,Wapello,977,Cardinal Elementary School-Eldon,94.72,K-12
,,Wapello,657,Eddyville-Blakesburg- Fremont Jr/Sr High,95.29,K-12
,,Wapello,5049,Evans Middle School,91.57,K-12
,,Wapello,5049,Liberty Elementary School-Ottumwa,98.7,K-12
,,Wapello,5049,Ottumwa High School,95,K-12
,,Warren,3114,Strong Roots Christian School,60.55,K-12
,,Warren,6094,Southeast Warren Primary,97.41,K-12
,,Warren,6094,Southeast Warren Jr-Sr High School,93.55,K-12
,,Warren,4122,Martensdale-St Marys Jr-Sr High School,92.74,K-12
,,Warren,3114,Whittier Elementary School-Indianola,93.63,K-12
,,Warren,4122,Martensdale Elementary School,95.93,K-12
,,Warren,981,Hartford Upper Elementar,96.81,K-12
,,Warren,3114,Irving Elementary School-Indianola,94.68,K-12
,,Warren,3114,Emerson Elementary School-Indianola,95.25,K-12
,,Warren,3114,Wilder Elementary School,94.89,K-12
,,Warren,4797,Oviatt Elementary School,96.52,K-12
,,Warren,4797,Orchard Hills Elementary School,97.55,K-12
,,Warren,981,Carlisle Middle School,96.12,K-12
,,Warren,4797,Lakewood Elementary School,98.21,K-12
,,Warren,981,Carlisle Elementary School,96.71,K-12
,,Warren,981,Carlisle High School,92.64,K-12
,,Warren,3114,Indianola Middle School,95.5,K-12
,,Warren,4797,Norwalk Middle School,96.77,K-12
,,Warren,4797,Norwalk Senior High School,95.07,K-12
,,Warren,3114,Indianola High School,95.46,K-12
,,Washington,2977,Highland Middle School,87.93,K-12
,,Washington,2977,Highland High School,94.19,K-12
,,Washington,6700,Waco Elementary School,90.87,K-12
,,Washington,4271,Mid-Prairie West Elementary School,90.35,K-12
,,Washington,2977,Highland Riverside Elementary School,97.05,K-12
,,Washington,4271,Mid-Prairie East Elementary School,89.32,K-12
,,Washington,6768,Washington Middle School-Washington,85.88,K-12
,,Washington,6768,Stewart Elementary School,88.01,K-12
,,Washington,4271,Mid-Prairie High School,90.48,K-12
,,Washington,4271,Mid-Prairie Middle School,90.02,K-12
,,Washington,4271,Mid-Prairie Comm School District,46.73,K-12
,,Washington,6768,Lincoln Upper Elementary School,80.39,K-12
,,Washington,6768,Washington High School,95.36,K-12
,,Wayne,4505,Mormon Trail Elementary School,90.18,K-12
,,Wayne,5895,Seymour Elementary School,86.61,K-12
,,Wayne,6854,Wayne Community Jr-Sr High School,98.01,K-12
,,Wayne,6854,Wayne Elementary School,97.04,K-12
,,Webster,6096,Dayton Center,92.35,K-12
,,Webster,2313,Feelhaver Elementary School,96.38,K-12
,,Webster,2313,Cooper Elementary School,95.04,K-12
,,Webster,2313,Early Childhood Center-Fort Dodge,89.49,K-12
,,Webster,6096,Southeast Valley Middle School,91.67,K-12
,,Webster,2313,Butler Elementary School,98.25,K-12
,,Webster,6096,Southeast Valley High School,86.99,K-12
,,Webster,4023,Manson Northwest Webster Elementary School-Barnum,94.57,K-12
,,Webster,2313,Duncombe Elementary School,96.7,K-12
,,Webster,2313,St. Edmond Catholic,97.26,K-12
,,Webster,2313,Fort Dodge Middle School,90.12,K-12
,,Webster,2313,Fort Dodge High School,94.43,K-12
,,Winnebago,873,North Iowa Middle School,97.17,K-12
,,Winnebago,3420,Lake Mills Middle School,92.86,K-12
,,Winnebago,873,North Iowa High School,93.84,K-12
,,Winnebago,873,North Iowa Elem Buffalo Center,94.12,K-12
,,Winnebago,3420,Lake Mills Senior High School,92.76,K-12
,,Winnebago,3420,Lake Mills Elementary School,94.98,K-12
,,Winnebago,2295,Forest City Middle School,93.27,K-12
,,Winnebago,2295,Forest City High School,93.82,K-12
,,Winnebago,2295,Forest City Elementary School,95.44,K-12
,,Winneshiek,6100,South Winneshiek Middle School,91.35,K-12
,,Winneshiek,6100,St Teresa of Calcutta School-Ossian,94.03,K-12
,,Winneshiek,1638,St Benedict School,81.12,K-12
,,Winneshiek,6509,Turkey Valley Jr-Sr High School,92.31,K-12
,,Winneshiek,6509,Turkey Valley Elementary School,95.45,K-12
,,Winneshiek,6100,South Winneshiek High School,94.33,K-12
,,Winneshiek,6100,South Winneshiek Elementary School,95.38,K-12
,,Winneshiek,1638,Carrie Lee Elementary,94.54,K-12
,,Winneshiek,1638,John Cline Elementary School,93.52,K-12
,,Winneshiek,1638,Decorah Middle School,90.09,K-12
,,Winneshiek,1638,Decorah High School,91.58,K-12
,,Woodbury,4033,MVAO Middle School,97.2,K-12
,,Woodbury,7098,Woodbury Central Middle School,93.1,K-12
,,Woodbury,6039,Mater Dei Sch Immaculate Conception Center,98.46,K-12
,,Woodbury,3348,Pierson Middle School,75.37,K-12
,,Woodbury,6039,Mater Dei School Nativity Center,94.24,K-12
,,Woodbury,1975,River Valley Junior- Senior High School,98.05,K-12
,,Woodbury,7098,Woodbury Central High School,94.05,K-12
,,Woodbury,6992,Westwood High School,96.59,K-12
,,Woodbury,6039,Riverside Elementary School,95.37,K-12
,,Woodbury,6039,Holy Cross Blessed Sacrament School,94.54,K-12
,,Woodbury,6039,Nodland Elementary School,95.82,K-12
,,Woodbury,7098,Moville Elementary School,95.85,K-12
,,Woodbury,6039,Sunnyside Elementary School-Sioux City,96.4,K-12
,,Woodbury,6992,Westwood Elementary School,94.43,K-12
,,Woodbury,6039,Sacred Heart School-Sioux City,91.92,K-12
,,Woodbury,3555,Bronson Elementary School,94.77,K-12
,,Woodbury,5877,Sergeant Bluff-Luton Primary School,96.67,K-12
,,Woodbury,3555,Lawton Junior-Senior High School,91.62,K-12
,,Woodbury,5877,Sergeant Bluff-Luton Elementary School,97.3,K-12
,,Woodbury,6039,Hunt Elementary School,92.25,K-12
,,Woodbury,5877,Sergeant Bluff-Luton Middle School,97.5,K-12
,,Woodbury,6039,Unity Elementary School,93.76,K-12
,,Woodbury,6039,Siouxland Community Christian,80.61,K-12
,,Woodbury,6039,Bryant Elementary School-Sioux City,96.77,K-12
,,Woodbury,6039,Bishop Heelan Catholic High School,96.98,K-12
,,Woodbury,5877,Sergeant Bluff-Luton Senior High School,92.09,K-12
,,Woodbury,6039,Leeds Elementary School,96.21,K-12
,,Woodbury,6039,Loess Hills Elementary,94.66,K-12
,,Woodbury,6039,Liberty Elementary School,94.39,K-12
,,Woodbury,6039,Perry Creek Elementary School,95.94,K-12
,,Woodbury,6039,Spalding Park Elementary,96.28,K-12
,,Woodbury,6039,Morningside Elementary,96.5,K-12
,,Woodbury,6039,Irving Elementary School-Sioux City,95.63,K-12
,,Woodbury,6039,West Middle School,94.89,K-12
,,Woodbury,6039,East Middle School,95.14,K-12
,,Woodbury,6039,North Middle School,97.61,K-12
,,Woodbury,6039,West High School-Sioux City,97.11,K-12
,,Woodbury,6039,East High School-Sioux City,95.1,K-12
,,Woodbury,6039,North High School-Sioux City,95.85,K-12
,,Worth,4772,Central Springs Elem. Manly Campus,100,K-12
,,Worth,4772,Central Springs High School,97.01,K-12
,,Worth,4788,Northwood-Kensett Elementary,96.37,K-12
,,Worth,4788,Northwood Kensett Middle/High School,96.13,K-12
,,Wright,1206,Clarion-Goldfield-Dows MS,96.57,K-12
,,Wright,1944,Robert Blue School,98.23,K-12
,,Wright,1206,Clarion-Goldfield-Dows HS,93.67,K-12
,,Wright,1944,Eagle Grove High School,96.23,K-12
,,Wright,594,Belmond-Klemme Community Jr-Sr High School,96.28,K-12
,,Wright,594,Richard O. Jacobson Elementary School,95.74,K-12
,,Wright,1944,Eagle Grove Elementary,93.92,K-12
,,Wright,1206,Clarion-Goldfield-Dows Elementary School,94,K-12
